"성분AS","성분C","성분B","성분CA","성분CU","성분CR","성분MO","성분MN","성분N","성분P","성분S","성분TOTALAL","성분SOLAL","재료번호","성분V"
0.005,0.0601,0,0,0.019,0.01,0,0.768,34,0.0086,0.0032,0.027,0.026,"HQG136630",0.001
0.006,0.0428,11,4,0.018,0.02,0,0.242,24,0.0077,0.0036,0.03,0.028,"HQX161540",0
0.006,0.077,0,0,0.014,0.02,0,0.442,27,0.0089,0.0034,0.029,0.028,"HQC136900",0
0.005,0.1089,1,0,0.01,0.02,0,0.321,40,0.0091,0.003,0.029,0.027,"HQX116880",0
0.005,0.1454,0,0,0.013,0.02,0,0.484,34,0.0085,0.0025,0.02,0.019,"HQZ156270",0
0.006,0.1762,0,0,0.012,0.02,0,0.483,22,0.0085,0.0033,0.032,0.031,"HQZ085250",0
0.004,0.1281,0,0,0.02,0.02,0,0.862,25,0.0109,0.0028,0.017,0.016,"HQG071960",0
0.005,0.0684,0,2,0.019,0.02,0,0.492,29,0.0101,0.0024,0.048,0.047,"HQJ101950",0
0.004,0.0722,0,1,0.011,0.02,0,0.239,97,0.0081,0.0028,0.037,0.036,"HQC001420",0
0.004,0.0416,0,1,0.008,0.02,0,0.197,20,0.009,0.0036,0.026,0.025,"HQH165060",0
0.006,0.1771,0,0,0.012,0.01,0,0.486,26,0.0086,0.0025,0.02,0.019,"HQX004590",0.001
0.004,0.0425,19,0,0.007,0.01,0,0.195,13,0.0123,0.0032,0.015,0.014,"HQB148330",0
0.004,0.118,0,0,0.013,0.02,0,0.333,25,0.0108,0.0026,0.022,0.022,"HQC003800",0
0.005,0.1636,0,1,0.022,0.02,0,0.293,28,0.0105,0.0035,0.029,0.028,"HQH083880",0.001
0.004,0.0412,0,0,0.014,0.02,0,0.19,18,0.009,0.0036,0.032,0.03,"HQJ006060",0
0.005,0.1425,0,0,0.023,0.02,0,0.888,30,0.0134,0.0037,0.028,0.024,"HQF069730",0
0.004,0.0014,6,0,0.051,0.02,0,0.182,15,0.0462,0.0096,0.04,0.039,"HQG059060",0.001
0.006,0.0019,0,12,0.019,0.02,0,0.097,22,0.0097,0.0033,0.021,0.02,"HQX074750",0.001
0.004,0.1206,0,0,0.028,0.02,0,1.172,29,0.0084,0.0025,0.023,0.022,"HQB150270",0.001
0.005,0.0386,0,0,0.015,0.02,0,0.198,33,0.0066,0.0026,0.024,0.022,"HQD003900",0
0.006,0.002,0,3,0.011,0.01,0,0.103,16,0.0093,0.0031,0.028,0.025,"HQY097910",0.001
0.005,0.0422,12,0,0.014,0.02,0,0.232,23,0.008,0.0032,0.033,0.032,"HQG064170",0
0.006,0.0362,0,0,0.015,0.01,0,0.184,20,0.005,0.0044,0.025,0.023,"HQX056590",0
0.005,0.0608,0,0,0.011,0.01,0,0.333,39,0.0057,0.0027,0.035,0.034,"HQJ104930",0
0.005,0.042,0,0,0.012,0.02,0,0.203,27,0.0087,0.0029,0.028,0.026,"HQZ046320",0
0.004,0.146,0,0,0.016,0.02,0,0.908,18,0.0135,0.0029,0.02,0.018,"HQJ052470",0.001
0.005,0.0348,0,0,0.009,0.02,0,0.19,18,0.0062,0.0033,0.026,0.025,"HQE092970",0
0.005,0.0458,0,0,0.014,0.02,0,0.327,17,0.0057,0.0036,0.022,0.019,"HQX108360",0
0.006,0.0399,0,0,0.019,0.02,0,0.195,23,0.0109,0.004,0.027,0.025,"HQX045970",0
0.005,0.1652,1,0,0.013,0.02,0,0.81,29,0.0085,0.0026,0.044,0.043,"HQE066650",0.001
0.004,0.032,0,0,0.017,0.02,0,0.202,23,0.0089,0.0031,0.027,0.025,"HQD128320",0
0.005,0.0364,0,1,0.011,0.02,0,0.18,16,0.0093,0.0034,0.02,0.019,"HQG029400",0
0.004,0.183,0,0,0.02,0.02,0,0.515,22,0.0124,0.0037,0.033,0.032,"HQG046390",0
0.004,0.0371,0,0,0.016,0.02,0,0.19,18,0.0082,0.004,0.021,0.019,"HQH127010",0
0.005,0.0372,0,0,0.011,0.01,0,0.206,23,0.0059,0.003,0.023,0.022,"HQZ144310",0
0.005,0.0808,0,1,0.021,0.03,0,0.417,33,0.0094,0.0034,0.022,0.021,"HQF158880",0
0.005,0.0023,0,0,0.024,0.02,0,0.096,16,0.0105,0.0041,0.029,0.027,"HQF159710",0.001
0.005,0.0357,12,1,0.019,0.02,0,0.251,18,0.0076,0.0041,0.032,0.031,"HQA007110",0
0.005,0.0386,0,0,0.018,0.02,0,0.192,28,0.0085,0.0032,0.029,0.028,"HQX140700",0
0.004,0.0561,0,1,0.024,0.02,0,0.791,22,0.0091,0.0023,0.039,0.038,"HQG081190",0.001
0.005,0.0398,0,0,0.013,0.02,0,0.186,19,0.0083,0.0042,0.022,0.02,"HQZ012080",0
0.005,0.0764,4,1,0.013,0.02,0,1.095,39,0.0193,0.0024,0.026,0.025,"HQE132230",0.002
0.005,0.0014,1,0,0.098,0.03,0,0.135,16,0.0184,0.0096,0.027,0.026,"HQD139930",0
0.004,0.0333,0,0,0.009,0.02,0,0.197,15,0.009,0.0034,0.026,0.024,"HQD154480",0
0.006,0.0227,0,0,0.009,0.02,0,0.183,13,0.0098,0.003,0.022,0.021,"HQD040910",0
0.006,0.0374,0,0,0.01,0.01,0,0.191,27,0.007,0.0027,0.022,0.02,"HQX004070",0
0.005,0.0373,0,0,0.011,0.02,0,0.202,30,0.0108,0.0026,0.027,0.026,"HQD128140",0
0.004,0.0392,0,0,0.012,0.01,0,0.205,32,0.0082,0.0027,0.028,0.027,"HQC075420",0
0.005,0.0429,0,0,0.008,0.01,0,0.244,18,0.0056,0.003,0.032,0.032,"HQD156800",0
0.005,0.0383,0,0,0.019,0.02,0,0.191,28,0.0096,0.0035,0.019,0.018,"HQX004330",0
0.006,0.0391,0,0,0.011,0.02,0,0.2,10,0.0056,0.0027,0.034,0.033,"HQA065190",0
0.005,0.0016,0,0,0.011,0.02,0,0.109,18,0.0092,0.0034,0.024,0.024,"HQD103050",0.001
0.006,0.1367,0,0,0.012,0.02,0,0.886,30,0.0103,0.0028,0.022,0.021,"HQA116980",0.001
0.006,0.0578,0,1,0.025,0.02,0,0.35,28,0.0109,0.0035,0.034,0.03,"HQX080880",0
0.004,0.0493,0,0,0.013,0.02,0,0.295,34,0.0118,0.0023,0.033,0.032,"HQG113710",0.001
0.005,0.0361,0,0,0.021,0.01,0,0.193,21,0.0067,0.0038,0.029,0.028,"HQX064950",0
0.004,0.0382,0,0,0.009,0.01,0,0.172,20,0.0052,0.0035,0.027,0.026,"HQG089310",0
0.004,0.0019,0,0,0.01,0.02,0,0.097,23,0.0095,0.0035,0.03,0.028,"HQF156800",0.001
0.004,0.0617,0,0,0.019,0.02,0,0.8,27,0.0108,0.0026,0.037,0.035,"HQJ123870",0.001
0.005,0.0403,0,0,0.022,0.02,0,0.193,17,0.0078,0.0036,0.022,0.021,"HQB131110",0
0.006,0.0015,6,0,0.052,0.02,0,0.192,20,0.0459,0.009,0.036,0.035,"HQD067460",0.001
0.004,0.0399,0,0,0.011,0.02,0,0.197,12,0.0081,0.0031,0.021,0.02,"HQC005820",0
0.004,0.0023,0,0,0.014,0.02,0,0.086,14,0.0099,0.0033,0.03,0.03,"HQD136480",0.001
0.004,0.0364,1,0,0.031,0.01,0,0.195,25,0.0068,0.0035,0.029,0.028,"HQJ108660",0
0.006,0.0015,0,0,0.017,0.02,0,0.084,17,0.0099,0.0038,0.031,0.028,"HQB008120",0.002
0.006,0.0783,1,0,0.014,0.02,0,1.113,29,0.0202,0.0018,0.032,0.031,"HQA039390",0.001
0.005,0.0383,0,0,0.02,0.02,0,0.192,14,0.0102,0.0035,0.024,0.023,"HQH106120",0
0.006,0.0704,1,1,0.015,0.02,0,0.497,27,0.0185,0.003,0.028,0.027,"HQA124400",0.001
0.004,0.0028,0,0,0.02,0.02,0,0.091,20,0.0095,0.0038,0.024,0.022,"HQG037240",0.001
0.005,0.0586,0,1,0.017,0.02,0,0.791,31,0.0088,0.0028,0.038,0.037,"HQH092690",0.001
0.005,0.0015,0,0,0.01,0.02,0,0.068,16,0.007,0.0037,0.024,0.023,"HQB084880",0.003
0.005,0.0433,0,0,0.008,0.02,0,0.197,21,0.0078,0.0037,0.025,0.023,"HQZ017350",0
0.006,0.0364,0,0,0.036,0.02,0,0.2,22,0.0117,0.0048,0.022,0.021,"HQC092630",0
0.004,0.1254,0,0,0.022,0.02,0,0.311,32,0.0114,0.0029,0.026,0.024,"HQJ017580",0
0.006,0.0362,0,0,0.012,0.01,0,0.193,21,0.0091,0.0023,0.018,0.017,"HQB025840",0
0.004,0.0365,0,0,0.009,0.01,0,0.194,24,0.0063,0.0026,0.019,0.016,"HQF099620",0
0.004,0.0359,0,0,0.017,0.02,0,0.183,27,0.0058,0.0053,0.022,0.021,"HQG049740",0
0.008,0.0583,0,0,0.014,0.02,0,0.332,36,0.0065,0.0026,0.026,0.026,"HQB013140",0
0.004,0.0387,0,0,0.023,0.02,0,0.168,12,0.0072,0.0029,0.02,0.019,"HQC068210",0
0.004,0.0415,0,7,0.016,0.02,0,0.238,23,0.0103,0.0026,0.038,0.036,"HQJ126570",0
0.006,0.0403,0,0,0.009,0.02,0,0.196,21,0.0069,0.0035,0.032,0.031,"HQC039890",0
0.007,0.0558,0,0,0.02,0.02,0,0.354,28,0.0071,0.0032,0.031,0.031,"HQD044750",0
0.005,0.055,0,0,0.009,0.02,0,0.771,22,0.0087,0.0023,0.029,0.027,"HQF107780",0.001
0.005,0.0367,0,0,0.008,0.02,0,0.138,23,0.0107,0.0026,0.021,0.02,"HQG005630",0
0.004,0.0019,0,1,0.024,0.02,0,0.084,15,0.0098,0.0042,0.023,0.022,"HQD084560",0.001
0.004,0.0015,0,0,0.014,0.02,0,0.101,16,0.0104,0.0037,0.034,0.03,"HQG114130",0.002
0.005,0.0022,0,1,0.019,0.02,0,0.098,14,0.0095,0.0034,0.032,0.031,"HQH104240",0.002
0.004,0.0018,8,0,0.072,0.02,0,0.25,20,0.0701,0.0083,0.038,0.037,"HQB143430",0.001
0.005,0.0834,0,0,0.02,0.02,0,0.465,27,0.0088,0.0034,0.024,0.023,"HQZ116840",0
0.007,0.0729,0,1,0.01,0.02,0,0.611,24,0.0196,0.0024,0.03,0.028,"HQD022330",0.001
0.004,0.1428,0,0,0.023,0.02,0,0.89,26,0.0146,0.0031,0.019,0.016,"HQJ052560",0.002
0.005,0.1474,0,0,0.011,0.02,0,0.499,35,0.0087,0.0024,0.021,0.018,"HQE053500",0
0.004,0.0019,0,0,0.014,0.02,0,0.093,16,0.0093,0.0031,0.027,0.025,"HQH159720",0.001
0.007,0.0386,0,0,0.016,0.02,0,0.209,22,0.0106,0.0033,0.024,0.023,"HQA092270",0
0.007,0.0385,0,1,0.017,0.02,0,0.199,19,0.0092,0.0035,0.024,0.022,"HQY121740",0
0.004,0.0406,18,0,0.017,0.02,0,0.195,17,0.0116,0.0032,0.017,0.017,"HQB149110",0
0.005,0.0376,0,0,0.014,0.02,0,0.206,15,0.0078,0.0037,0.025,0.024,"HQZ121430",0
0.004,0.036,0,0,0.019,0.02,0,0.18,16,0.0111,0.0029,0.024,0.021,"HQF159270",0
0.007,0.0402,0,0,0.02,0.02,0,0.198,17,0.009,0.0035,0.025,0.024,"HQB108610",0
0.004,0.0014,0,0,0.011,0.02,0,0.08,15,0.0111,0.0039,0.028,0.025,"HQJ124250",0.002
0.004,0.1407,0,0,0.023,0.03,0,0.885,33,0.0117,0.0027,0.028,0.026,"HQH021550",0.001
0.004,0.0027,0,0,0.008,0.02,0,0.079,21,0.0107,0.0036,0.027,0.026,"HQF048800",0.003
0.004,0.002,0,2,0.009,0.02,0,0.063,14,0.0074,0.0037,0.026,0.025,"HQG071830",0.002
0.005,0.1547,0,0,0.022,0.02,0,0.834,31,0.0149,0.0034,0.016,0.015,"HQF102150",0.001
0.006,0.0604,0,0,0.014,0.01,0,0.341,26,0.0079,0.003,0.035,0.034,"HQB038800",0
0.004,0.0743,3,0,0.023,0.02,0,0.893,25,0.0184,0.0022,0.03,0.028,"HQG110730",0.001
0.004,0.0372,1,0,0.023,0.02,0,0.19,22,0.0075,0.0034,0.02,0.019,"HQJ028290",0
0.006,0.0446,0,1,0.01,0.02,0,0.29,20,0.0121,0.0046,0.019,0.016,"HQZ010350",0
0.004,0.0337,0,0,0.007,0.01,0,0.19,20,0.0093,0.0036,0.032,0.03,"HQZ025580",0
0.006,0.1851,0,0,0.016,0.02,0,0.832,31,0.0099,0.0023,0.025,0.024,"HQD040660",0.001
0.005,0.038,0,0,0.009,0.03,0,0.191,16,0.0099,0.0032,0.024,0.024,"HQE072500",0
0.006,0.0012,0,1,0.016,0.02,0,0.07,16,0.009,0.0034,0.037,0.035,"HQZ106550",0.002
0.006,0.0423,0,0,0.01,0.02,0,0.195,28,0.0073,0.0033,0.033,0.031,"HQX027840",0
0.005,0.0561,0,0,0.016,0.02,0,0.801,33,0.0107,0.0024,0.031,0.03,"HQF135460",0.001
0.005,0.002,0,0,0.019,0.02,0,0.097,22,0.0096,0.0035,0.025,0.023,"HQH087250",0.001
0.006,0.0016,0,0,0.017,0.05,0.02,0.143,17,0.0515,0.0035,0.034,0.032,"HQX153860",0
0.006,0.002,0,1,0.019,0.02,0,0.077,15,0.0069,0.0033,0.017,0.016,"HQA046220",0.002
0.004,0.0019,0,1,0.024,0.02,0,0.065,16,0.0074,0.0045,0.031,0.03,"HQH074460",0.004
0.005,0.0015,0,0,0.013,0.02,0,0.073,16,0.0088,0.0034,0.033,0.032,"HQG045470",0.002
0.005,0.0365,0,2,0.021,0.02,0,0.185,26,0.0074,0.0034,0.024,0.022,"HQY103650",0
0.006,0.0019,0,0,0.016,0.02,0,0.068,20,0.0098,0.0047,0.032,0.03,"HQX150090",0.002
0.005,0.0387,19,0,0.02,0.02,0,0.196,22,0.0117,0.0032,0.027,0.025,"HQF143410",0
0.004,0.1134,0,0,0.013,0.02,0,0.304,31,0.0092,0.0029,0.026,0.024,"HQH076950",0
0.005,0.0013,4,0,0.053,0.02,0,0.201,14,0.0445,0.0087,0.038,0.037,"HQZ050700",0.001
0.006,0.0687,0,0,0.014,0.02,0,0.255,90,0.0085,0.0026,0.026,0.025,"HQB098910",0
0.004,0.0352,0,0,0.009,0.02,0,0.197,13,0.0085,0.0028,0.022,0.016,"HQD152030",0
0.005,0.042,0,0,0.011,0.05,0,0.2,36,0.0102,0.0032,0.037,0.036,"HQE015140",0.001
0.005,0.0564,0,0,0.022,0.02,0,0.795,26,0.0125,0.0028,0.028,0.025,"HQJ024000",0.001
0.006,0.0359,0,0,0.022,0.02,0,0.187,20,0.0082,0.0039,0.026,0.025,"HQY075460",0
0.006,0.1436,0,1,0.015,0.02,0,0.838,32,0.0079,0.0034,0.021,0.02,"HQC081910",0.001
0.005,0.1753,0,0,0.019,0.02,0,0.493,29,0.0142,0.0036,0.022,0.022,"HQE043430",0.002
0.004,0.0573,0,0,0.013,0.01,0,0.805,34,0.0101,0.0022,0.038,0.035,"HQJ023740",0.001
0.005,0.0545,0,0,0.012,0.02,0,0.351,25,0.0089,0.003,0.04,0.039,"HQZ049260",0
0.004,0.0419,0,0,0.021,0.02,0,0.189,23,0.0088,0.0033,0.02,0.02,"HQF029730",0
0.006,0.0014,0,0,0.018,0.02,0,0.075,15,0.0095,0.0035,0.036,0.035,"HQD048490",0.001
0.004,0.0373,0,2,0.018,0.02,0,0.203,29,0.0062,0.0024,0.03,0.028,"HQD128860",0
0.005,0.0019,0,0,0.013,0.02,0,0.091,17,0.0103,0.0032,0.025,0.024,"HQG155530",0.001
0.006,0.0385,0,0,0.022,0.03,0,0.199,14,0.009,0.0036,0.023,0.023,"HQC106640",0
0.005,0.0361,0,0,0.01,0.02,0,0.179,11,0.0063,0.0029,0.012,0.012,"HQZ114170",0
0.007,0.0376,0,0,0.01,0.02,0,0.189,20,0.0093,0.0031,0.026,0.025,"HQB107460",0
0.005,0.0378,0,0,0.021,0.03,0,0.187,19,0.0088,0.0039,0.025,0.024,"HQE036710",0
0.005,0.0561,0,0,0.016,0.02,0,0.801,33,0.0107,0.0024,0.031,0.03,"HQF134270",0.001
0.005,0.1427,0,0,0.009,0.02,0,0.495,23,0.0099,0.002,0.02,0.019,"HQZ157390",0
0.007,0.0012,0,0,0.011,0.02,0,0.076,18,0.0092,0.0036,0.036,0.035,"HQX157440",0.002
0.005,0.0813,2,0,0.022,0.02,0,0.921,40,0.0196,0.0022,0.03,0.029,"HQC018090",0
0.006,0.0405,0,0,0.012,0.02,0,0.199,21,0.0068,0.0039,0.029,0.027,"HQZ073810",0
0.007,0.0396,0,0,0.009,0.02,0,0.193,27,0.0058,0.0031,0.019,0.019,"HQD029230",0
0.005,0.0019,0,0,0.014,0.02,0,0.107,16,0.0103,0.0029,0.022,0.02,"HQZ122660",0.001
0.005,0.1464,0,2,0.021,0.02,0,0.489,33,0.0124,0.0026,0.027,0.025,"HQB041160",0.001
0.007,0.0706,3,0,0.019,0.02,0,0.887,37,0.0197,0.0023,0.023,0.02,"HQC143220",0.002
0.007,0.0656,0,0,0.023,0.02,0,0.591,30,0.0183,0.0032,0.027,0.026,"HQY108150",0
0.005,0.0608,0,1,0.022,0.02,0,0.81,39,0.0152,0.0026,0.042,0.04,"HQG061600",0.001
0.005,0.0365,0,0,0.03,0.02,0,0.201,28,0.0083,0.0034,0.035,0.033,"HQF114510",0
0.005,0.1812,0,0,0.018,0.02,0,0.834,28,0.0115,0.0031,0.018,0.017,"HQZ152190",0
0.005,0.0415,0,0,0.015,0.02,0.01,0.185,28,0.0098,0.0028,0.026,0.026,"HQJ081970",0
0.007,0.042,0,0,0.012,0.02,0,0.192,23,0.0118,0.0031,0.028,0.027,"HQB104410",0
0.005,0.0752,1,1,0.017,0.02,0,1.291,18,0.009,0.0019,0.019,0.018,"HQH029440",0.001
0.006,0.0366,0,0,0.007,0.02,0,0.2,16,0.0083,0.0039,0.028,0.026,"HQE095140",0
0.006,0.1352,0,0,0.02,0.02,0,0.868,32,0.0114,0.003,0.017,0.015,"HQA115040",0.001
0.006,0.0382,0,0,0.022,0.02,0,0.186,26,0.009,0.0031,0.025,0.024,"HQB096640",0
0.005,0.0579,0,0,0.019,0.02,0,0.8,22,0.0113,0.0027,0.036,0.034,"HQE039040",0.001
0.006,0.15,0,1,0.018,0.02,0,0.879,28,0.0085,0.0028,0.03,0.028,"HQX047920",0.001
0.004,0.0383,0,0,0.018,0.02,0,0.187,22,0.0096,0.0031,0.029,0.025,"HQF144130",0
0.005,0.039,0,0,0.012,0.02,0,0.194,23,0.0061,0.0039,0.029,0.028,"HQH018650",0
0.005,0.0496,0,0,0.009,0.02,0,0.286,17,0.0079,0.0029,0.028,0.026,"HQE146080",0
0.005,0.0184,0,0,0.013,0.02,0,0.145,12,0.0077,0.0029,0.036,0.033,"HQG021900",0
0.004,0.002,0,0,0.01,0.02,0,0.06,12,0.0088,0.0038,0.038,0.036,"HQE129280",0.002
0.004,0.0546,0,0,0.021,0.02,0,0.799,34,0.0093,0.0023,0.039,0.038,"HQH161600",0
0.004,0.048,0,0,0.026,0.02,0,0.305,30,0.0108,0.0039,0.035,0.034,"HQF037720",0
0.006,0.0597,0,0,0.015,0.02,0,0.363,30,0.0098,0.003,0.036,0.034,"HQC123620",0
0.006,0.0016,0,0,0.013,0.02,0,0.09,15,0.0093,0.0036,0.028,0.026,"HQZ094170",0.001
0.005,0.0371,0,2,0.013,0.02,0,0.194,17,0.0125,0.0035,0.019,0.019,"HQB151010",0
0.004,0.0315,11,0,0.025,0.02,0,0.189,19,0.0069,0.0049,0.022,0.021,"HQH035410",0
0.004,0.0397,0,0,0.011,0.02,0,0.187,16,0.0079,0.0034,0.023,0.022,"HQH100620",0
0.005,0.0402,0,0,0.012,0.02,0,0.205,16,0.0075,0.0027,0.028,0.026,"HQA051030",0
0.005,0.0402,11,1,0.011,0.02,0,0.19,16,0.0109,0.0031,0.024,0.023,"HQF006940",0
0.005,0.0405,18,0,0.029,0.02,0,0.201,14,0.0086,0.0033,0.02,0.019,"HQF106750",0
0.006,0.0018,0,0,0.011,0.02,0.01,0.056,15,0.0077,0.0032,0.02,0.02,"HQB084930",0.002
0.007,0.0397,0,0,0.022,0.02,0,0.286,23,0.0127,0.003,0.015,0.014,"HQY082450",0.001
0.006,0.0398,0,2,0.016,0.02,0,0.185,25,0.0135,0.0037,0.018,0.016,"HQX034810",0
0.006,0.0412,0,0,0.025,0.02,0,0.212,16,0.0091,0.0035,0.021,0.02,"HQD066100",0
0.005,0.1409,0,0,0.023,0.01,0,0.882,31,0.0077,0.0033,0.028,0.027,"HQF070150",0
0.006,0.1169,0,0,0.015,0.02,0,0.31,27,0.0179,0.0032,0.018,0.017,"HQX039890",0.001
0.004,0.047,0,4,0.015,0.02,0,0.296,40,0.0082,0.0023,0.04,0.036,"HQY051550",0
0.006,0.0351,0,0,0.01,0.02,0,0.191,16,0.0113,0.0038,0.022,0.021,"HQA074200",0
0.006,0.0387,0,0,0.008,0.02,0,0.199,15,0.0082,0.0029,0.025,0.024,"HQZ094890",0
0.006,0.0024,0,0,0.015,0.02,0,0.077,14,0.0077,0.0032,0.022,0.02,"HQC138690",0.002
0.004,0.0011,6,0,0.052,0.02,0,0.196,16,0.0408,0.0096,0.04,0.038,"HQH144780",0.001
0.005,0.0013,0,1,0.05,0.02,0,0.139,16,0.0514,0.0092,0.029,0.028,"HQE105790",0.001
0.003,0.0364,0,0,0.017,0.05,0,0.148,24,0.0059,0.0028,0.033,0.033,"HQG084140",0
0.006,0.0421,17,0,0.015,0.01,0,0.196,17,0.0101,0.0029,0.024,0.022,"HQB029990",0
0.005,0.0364,0,0,0.009,0.02,0,0.19,15,0.0095,0.0051,0.03,0.03,"HQE093360",0
0.006,0.0593,0,0,0.011,0.02,0,0.809,45,0.0115,0.002,0.035,0.034,"HQX044760",0.001
0.007,0.0388,0,0,0.009,0.02,0,0.202,19,0.009,0.0036,0.02,0.018,"HQY113440",0
0.004,0.0018,0,1,0.01,0.02,0,0.063,15,0.0072,0.003,0.03,0.026,"HQH142570",0.004
0.004,0.0388,1,0,0.015,0.02,0,0.199,19,0.0078,0.0033,0.027,0.026,"HQC016180",0
0.004,0.039,0,0,0.027,0.02,0,0.195,30,0.0106,0.0036,0.027,0.026,"HQJ091420",0
0.006,0.047,0,0,0.023,0.03,0,0.188,14,0.0109,0.0038,0.03,0.03,"HQC067570",0
0.005,0.1453,0,0,0.015,0.02,0,0.5,20,0.0113,0.003,0.024,0.023,"HQZ156580",0
0.005,0.0378,0,0,0.015,0.02,0,0.204,17,0.0068,0.0028,0.023,0.022,"HQA014470",0
0.005,0.0392,0,1,0.023,0.03,0,0.196,17,0.0136,0.0056,0.029,0.027,"HQG161310",0
0.004,0.1916,0,1,0.011,0.02,0,0.438,22,0.0111,0.003,0.033,0.032,"HQF047960",0
0.008,0.1568,0,0,0.017,0.02,0,0.821,31,0.0072,0.0017,0.02,0.018,"HQZ000490",0.002
0.003,0.0511,0,0,0.019,0.02,0,0.325,25,0.0095,0.0031,0.033,0.03,"HQG117680",0
0.004,0.0418,0,0,0.009,0.02,0,0.19,19,0.0098,0.0032,0.026,0.025,"HQJ125930",0
0.005,0.0404,0,0,0.008,0.02,0,0.196,25,0.01,0.0031,0.02,0.02,"HQE072430",0
0.007,0.0341,0,0,0.009,0.01,0.01,0.196,23,0.0056,0.0035,0.023,0.019,"HQD032670",0
0.006,0.0019,0,0,0.011,0.02,0,0.092,18,0.0097,0.003,0.035,0.034,"HQC016550",0.002
0.005,0.1147,0,0,0.011,0.02,0,0.352,26,0.0063,0.0038,0.02,0.019,"HQD067330",0
0.005,0.0351,0,1,0.012,0.02,0,0.2,22,0.0071,0.0041,0.027,0.025,"HQE093510",0
0.005,0.0827,0,0,0.021,0.02,0,0.296,26,0.0109,0.0026,0.028,0.026,"HQH100060",0
0.003,0.0785,0,0,0.03,0.02,0,0.301,31,0.0099,0.0024,0.03,0.028,"HQG081720",0
0.004,0.0364,11,0,0.029,0.02,0,0.185,21,0.014,0.0041,0.018,0.017,"HQG151480",0
0.004,0.0561,0,1,0.024,0.02,0,0.791,22,0.0091,0.0023,0.039,0.038,"HQG082100",0.001
0.006,0.0608,0,0,0.015,0.02,0,0.812,38,0.0098,0.0025,0.031,0.03,"HQB093340",0
0.007,0.0212,0,1,0.01,0.02,0,0.197,16,0.006,0.009,0.019,0.018,"HQY144590",0
0.006,0.0455,0,0,0.035,0.02,0,0.18,18,0.0078,0.0037,0.023,0.023,"HQC103950",0
0.006,0.0435,0,0,0.012,0.02,0,0.19,23,0.0061,0.0031,0.029,0.028,"HQC125710",0
0.006,0.075,2,0,0.011,0.02,0,0.909,30,0.02,0.0025,0.029,0.028,"HQC143290",0.001
0.006,0.0015,6,0,0.052,0.02,0,0.192,20,0.0459,0.009,0.036,0.035,"HQD067510",0.001
0.004,0.0568,0,0,0.024,0.02,0,0.341,24,0.0078,0.0027,0.04,0.038,"HQJ012280",0
0.005,0.0389,0,0,0.01,0.02,0,0.205,12,0.008,0.0036,0.024,0.023,"HQF112310",0
0.006,0.0362,0,0,0.012,0.01,0,0.193,21,0.0091,0.0023,0.018,0.017,"HQB025820",0
0.004,0.0396,0,0,0.018,0.02,0,0.192,20,0.0077,0.0027,0.027,0.024,"HQJ004210",0
0.005,0.0351,0,0,0.028,0.02,0,0.181,21,0.008,0.0038,0.023,0.023,"HQH015900",0
0.005,0.1747,0,0,0.021,0.02,0,0.479,39,0.0105,0.0029,0.021,0.02,"HQA014010",0
0.006,0.0378,0,3,0.012,0.01,0,0.19,22,0.0063,0.0033,0.034,0.031,"HQA130550",0
0.004,0.0578,0,0,0.015,0.01,0,0.348,21,0.0078,0.0028,0.046,0.044,"HQJ013130",0
0.006,0.1366,0,1,0.029,0.03,0,0.886,27,0.0145,0.0029,0.025,0.023,"HQX103590",0.001
0.004,0.045,0,0,0.029,0.03,0,0.283,29,0.0113,0.0023,0.031,0.03,"HQJ031670",0
0.005,0.0819,2,0,0.029,0.03,0,0.913,31,0.0204,0.0025,0.031,0.03,"HQD084030",0.002
0.005,0.0223,0,0,0.008,0.02,0,0.181,14,0.008,0.003,0.023,0.022,"HQF043530",0
0.005,0.0395,0,0,0.022,0.02,0,0.186,13,0.0132,0.0043,0.03,0.029,"HQH012320",0
0.006,0.0405,0,0,0.017,0.02,0,0.215,41,0.0078,0.0035,0.024,0.023,"HQX118560",0
0.004,0.0351,0,0,0.008,0.01,0,0.19,17,0.0061,0.0032,0.024,0.022,"HQF051180",0
0.005,0.0387,19,0,0.02,0.02,0,0.196,22,0.0117,0.0032,0.027,0.025,"HQF143430",0
0.004,0.0421,0,0,0.021,0.03,0,0.188,18,0.0111,0.0037,0.027,0.027,"HQJ017220",0
0.004,0.0445,12,0,0.019,0.03,0,0.198,16,0.0102,0.0038,0.024,0.022,"HQJ124480",0
0.005,0.0017,0,2,0.029,0.02,0,0.071,17,0.0086,0.0044,0.04,0.038,"HQF161410",0.002
0.005,0.0624,0,3,0.013,0.02,0.01,0.355,30,0.0108,0.0029,0.032,0.031,"HQF072150",0.001
0.005,0.0386,0,3,0.009,0.02,0,0.201,21,0.0089,0.0029,0.023,0.018,"HQA051280",0
0.004,0.0392,0,0,0.012,0.01,0,0.186,21,0.01,0.0023,0.023,0.022,"HQH155270",0
0.004,0.0016,5,0,0.054,0.02,0,0.198,11,0.0432,0.0095,0.044,0.041,"HQH144710",0.001
0.005,0.0358,0,0,0.023,0.02,0,0.196,19,0.0088,0.0038,0.026,0.024,"HQY087790",0
0.006,0.0384,0,0,0.011,0.02,0,0.201,35,0.0096,0.002,0.025,0.024,"HQX082840",0
