SLAB气,SLAB辨捞,SLAB吝樊,SLAB弥檬历厘困摹,楷林备盒,窜困郴鉴辑,乞闭TS,傈窜_沥沥LT,己盒AS,己盒C,己盒B,己盒CA,己盒CU,己盒CR,己盒MO,己盒MN,己盒N,己盒P,己盒S,己盒TOTALAL,己盒SOLAL,己盒V,沥沥_厘涝LT,傈历厘困摹内靛,惯瘤具靛器牢飘,胶墨俏咯何,前疙,岿备盒,沥沥_拘楷累诀瘤矫LT,厘涝柯档,HCR角利备盒
1260,9100,22.42,2GB,2楷林,47.0,438.0,0.0,0.005,0.1182,0,0,0.032,0.02,0.0,0.451,25.0,0.0123,0.0031,0.022,0.021,0.0,11.7,5GG,5A,0,HGI,4,3.2,351,0
1290,7990,19.83,2GA,2楷林,68.0,319.0,9.5,0.005,0.0388,0,0,0.016,0.02,0.0,0.187,27.0,0.009,0.0033,0.022,0.02,0.0,8.4,3GB,5A,1,HR,4,-2.2,375,0
1260,9100,22.42,2GB,2楷林,31.0,419.0,0.0,0.004,0.1143,0,1,0.021,0.02,0.0,0.46,27.0,0.0147,0.0027,0.02,0.019,0.001,1.6,2GB,5A,0,HGI,7,-4.7,679,0
1300,11850,30.12,2GA,2楷林,1.0,324.0,0.0,0.004,0.034,0,0,0.015,0.02,0.0,0.177,17.0,0.008,0.0031,0.024,0.022,0.0,13.4,5GG,5A,0,HR,6,-0.7,290,1
1560,8840,25.89,2GA,2楷林,4.0,257.0,7.9,0.007,0.0021,0,0,0.017,0.02,0.0,0.064,23.0,0.0062,0.0034,0.03,0.029,0.003,3.3,3GB,5A,1,EG,11,-3.7,437,0
1030,7610,15.32,2GA,2楷林,27.0,360.0,0.0,0.004,0.0629,0,0,0.012,0.02,0.0,0.353,24.0,0.0068,0.0024,0.04,0.039,0.0,4.8,3GB,5A,0,CR,9,-5.8,491,0
1100,7500,16.13,2GD,2楷林,72.0,451.0,0.0,0.006,0.0606,0,0,0.017,0.02,0.0,0.813,41.0,0.0068,0.0021,0.038,0.037,0.0,10.8,3GB,4C,0,PO,1,-3.9,377,0
980,6850,13.12,3GC,2楷林,67.0,457.0,0.0,0.005,0.0618,0,1,0.023,0.03,0.0,0.77,26.0,0.0128,0.0034,0.032,0.032,0.001,9.2,3GB,4C,0,PO,7,-1.9,453,0
1340,9670,24.95,2GB,2楷林,29.0,351.0,0.0,0.006,0.0372,11,0,0.016,0.02,0.0,0.187,24.0,0.009,0.0028,0.019,0.018,0.0,22.5,3GB,5A,0,HR,4,8.5,370,0
1270,10510,26.09,2GD,2楷林,33.0,333.0,0.0,0.004,0.035,0,0,0.012,0.02,0.0,0.202,14.0,0.0098,0.003,0.028,0.027,0.0,8.4,5GG,4C,0,HGI,7,2.2,466,0
1500,11080,31.29,2GA,2楷林,30.0,323.0,13.9,0.005,0.0014,5,1,0.052,0.02,0.0,0.191,18.0,0.0432,0.0092,0.037,0.035,0.001,4.7,3GB,5A,1,FH,12,-2.1,249,1
1240,9550,23.15,2GA,2楷林,31.0,339.0,0.0,0.005,0.0382,0,0,0.012,0.02,0.0,0.191,16.0,0.0085,0.0034,0.024,0.023,0.0,8.3,5GG,5A,0,HGI,7,-2.8,590,0
1390,11810,32.09,2GD,2楷林,54.0,273.0,0.0,0.005,0.0014,0,0,0.013,0.02,0.0,0.089,13.0,0.0104,0.003,0.033,0.032,0.001,5.8,5GG,4C,0,CR,8,-2.6,671,0
1350,7880,20.8,2GB,2楷林,52.0,421.0,0.0,0.006,0.1173,0,0,0.018,0.02,0.0,0.305,33.0,0.0097,0.0029,0.027,0.026,0.0,10.7,5GG,5A,0,HGI,11,-4.0,588,0
1250,9010,22.02,2GB,2楷林,53.0,460.0,0.0,0.005,0.063,0,2,0.011,0.02,0.0,0.839,28.0,0.0106,0.0025,0.026,0.025,0.001,9.8,3GB,5A,0,PO,12,-4.5,355,0
1200,8360,19.61,2GA,2楷林,57.0,344.0,0.0,0.006,0.0407,0,3,0.016,0.02,0.0,0.214,16.0,0.0083,0.0033,0.018,0.017,0.0,6.9,3GB,5A,0,HGI,10,-1.9,640,0
1520,10300,30.61,2GA,2楷林,6.0,328.0,0.0,0.005,0.0375,0,0,0.01,0.02,0.0,0.194,29.0,0.0087,0.0027,0.017,0.015,0.0,13.2,5GG,5A,0,HR,3,1.0,360,0
1370,11480,30.75,3GC,2楷林,61.0,274.0,0.0,0.005,0.0023,0,0,0.014,0.02,0.0,0.101,16.0,0.0093,0.0038,0.03,0.029,0.001,20.5,3GB,4C,0,GI,12,11.4,244,1
1300,9120,23.18,2GA,2楷林,17.0,330.0,0.0,0.005,0.0373,0,0,0.011,0.02,0.0,0.202,30.0,0.0108,0.0026,0.027,0.026,0.0,15.2,5GG,5A,0,HR,4,4.1,420,0
1270,9700,24.08,2GC,2楷林,16.0,538.0,0.0,0.006,0.1423,0,0,0.021,0.02,0.0,1.194,33.0,0.0119,0.0028,0.02,0.018,0.001,7.1,5GG,4C,0,HR,10,0.1,442,0
1000,9920,19.39,2GA,2楷林,70.0,343.0,0.0,0.005,0.0446,0,0,0.009,0.02,0.0,0.195,26.0,0.0092,0.0021,0.024,0.022,0.0,4.0,5GG,5A,0,HGI,9,-1.6,598,0
1080,6570,13.87,3GC,2楷林,60.0,527.0,0.0,0.005,0.129,0,0,0.019,0.02,0.0,0.901,24.0,0.0115,0.0031,0.027,0.026,0.001,5.8,3GB,4C,0,PO,6,-2.0,518,0
980,11770,22.55,2GA,2楷林,53.0,303.0,0.0,0.005,0.023,0,0,0.021,0.02,0.0,0.183,21.0,0.0083,0.0041,0.022,0.022,0.0,8.2,5GG,5A,0,CR,8,-2.9,539,0
1290,8770,22.12,2GA,2楷林,20.0,338.0,0.0,0.006,0.0384,0,1,0.036,0.01,0.0,0.197,20.0,0.008,0.0032,0.035,0.034,0.0,8.6,5GG,5A,0,HGI,2,-3.7,409,0
990,9890,19.14,2GA,2楷林,80.0,395.0,0.0,0.005,0.0656,1,1,0.013,0.02,0.0,0.481,40.0,0.0085,0.003,0.036,0.035,0.001,3.9,3GB,5A,0,BP,5,-6.9,629,0
1500,11870,34.81,3GC,2楷林,8.0,295.0,0.0,0.006,0.0177,0,0,0.018,0.02,0.0,0.191,25.0,0.0084,0.0037,0.017,0.016,0.0,5.2,3GB,4C,0,CR,12,-8.0,677,0
1540,11540,34.74,2GC,2楷林,17.0,307.0,0.0,0.005,0.0014,6,1,0.054,0.02,0.0,0.198,19.0,0.043,0.0097,0.038,0.037,0.001,9.9,5GG,4C,0,GA,2,-1.1,346,0
1460,11800,33.68,2GD,2楷林,16.0,442.0,0.0,0.006,0.1735,0,0,0.015,0.02,0.0,0.297,27.0,0.0093,0.0028,0.027,0.025,0.0,8.0,3GB,4C,0,HR,10,0.8,553,0
1250,9090,22.21,2GA,2楷林,101.0,332.0,0.0,0.005,0.039,0,0,0.012,0.02,0.0,0.204,32.0,0.0119,0.0027,0.03,0.03,0.001,4.4,5GG,5A,0,HR,5,-8.0,800,0
1200,11600,27.21,2GA,2楷林,40.0,269.0,0.0,0.004,0.0019,0,0,0.012,0.02,0.0,0.096,16.0,0.01,0.0029,0.029,0.027,0.001,6.5,3GB,5A,0,CR,8,-6.1,519,0
1150,9810,22.06,2GA,2楷林,50.0,332.0,0.0,0.004,0.0371,0,0,0.017,0.02,0.0,0.186,23.0,0.0079,0.0028,0.033,0.032,0.0,6.9,5GG,5A,0,HR,8,-1.1,666,0
1420,11650,32.34,2GC,2楷林,40.0,272.0,0.0,0.005,0.002,0,0,0.014,0.02,0.0,0.101,12.0,0.0092,0.0038,0.035,0.033,0.001,11.3,5GG,4C,0,CR,3,-1.4,459,0
1030,11850,23.86,2GB,2楷林,60.0,352.0,0.0,0.005,0.0573,0,1,0.018,0.02,0.0,0.348,26.0,0.0063,0.003,0.039,0.038,0.0,9.4,5GG,5A,0,CR,8,4.5,607,0
1380,11800,31.84,2GA,2楷林,32.0,364.0,0.0,0.004,0.044,13,0,0.015,0.02,0.0,0.198,21.0,0.0116,0.0037,0.026,0.024,0.0,6.4,5GG,5A,0,CR,9,-4.7,600,0
1240,10290,24.95,2GA,2楷林,58.0,346.0,0.0,0.004,0.0341,11,0,0.016,0.02,0.0,0.198,20.0,0.0075,0.0027,0.025,0.024,0.0,9.1,5GG,5A,0,HR,5,-0.6,442,0
1380,9650,26.03,2GC,2楷林,4.0,383.0,0.0,0.004,0.0792,0,0,0.012,0.02,0.0,0.441,29.0,0.0099,0.003,0.018,0.017,0.0,10.1,3GB,4C,0,HR,3,1.6,502,0
1220,11780,28.1,2GA,2楷林,20.0,453.0,0.0,0.006,0.0583,0,0,0.014,0.02,0.0,0.791,30.0,0.0091,0.0028,0.025,0.022,0.001,8.7,5GG,5A,0,PO,12,-2.1,528,0
1110,7080,15.36,2GA,2楷林,48.0,349.0,0.0,0.005,0.0545,0,0,0.019,0.02,0.0,0.349,24.0,0.0074,0.0021,0.035,0.034,0.0,10.5,5GG,5A,0,CR,3,4.6,547,0
1570,7190,22.07,2GA,2楷林,14.0,322.0,0.0,0.004,0.032,0,0,0.015,0.02,0.0,0.195,22.0,0.0067,0.0032,0.026,0.025,0.0,5.9,5GG,5A,0,HR,7,-2.5,631,0
1280,9020,22.57,2GC,2楷林,49.0,330.0,0.0,0.006,0.0435,0,0,0.012,0.02,0.0,0.19,23.0,0.0061,0.0031,0.029,0.028,0.0,4.6,5GG,4C,0,HR,3,-1.8,555,0
1270,9590,23.81,2GA,2楷林,42.0,449.0,0.0,0.007,0.0564,0,0,0.022,0.02,0.0,0.792,31.0,0.0083,0.0026,0.036,0.034,0.001,6.0,3GB,5A,0,PO,11,2.6,492,0
1420,8750,23.9,2GA,2楷林,10.0,269.0,7.0,0.006,0.0012,0,2,0.021,0.03,0.0,0.074,17.0,0.0106,0.0046,0.037,0.034,0.002,3.3,3GB,5A,1,GI,11,-5.0,463,0
1150,9840,22.12,2GA,2楷林,54.0,329.0,0.0,0.003,0.035,0,3,0.012,0.02,0.0,0.179,11.0,0.0095,0.0037,0.024,0.023,0.0,6.0,3GB,5A,0,HR,8,-2.1,668,0
1410,9950,27.43,2GA,2楷林,2.0,256.0,0.0,0.006,0.0019,0,0,0.01,0.02,0.0,0.06,14.0,0.008,0.0032,0.023,0.022,0.002,11.1,3GB,5A,0,CR,2,3.0,326,0
1290,7990,19.83,2GA,2楷林,34.0,321.0,8.0,0.005,0.0393,0,0,0.011,0.02,0.0,0.187,20.0,0.0093,0.0032,0.02,0.019,0.0,9.8,3GB,5A,1,HR,4,0.4,327,0
1280,9470,23.7,2GB,2楷林,31.0,473.0,0.0,0.006,0.071,1,0,0.012,0.02,0.0,0.604,39.0,0.0188,0.003,0.03,0.028,0.001,3.8,5GG,5A,0,GI,10,-5.1,669,0
1420,7890,21.9,2GC,2楷林,6.0,298.0,0.0,0.006,0.0183,0,9,0.015,0.02,0.0,0.197,15.0,0.01,0.0031,0.021,0.02,0.0,12.8,5GG,4C,0,CR,11,1.7,423,0
1370,11810,31.63,2GC,2楷林,9.0,531.0,0.0,0.005,0.0781,5,2,0.014,0.02,0.0,0.894,37.0,0.0194,0.0024,0.028,0.028,0.001,10.1,5GG,4C,0,GI,5,5.4,354,0
1260,8980,22.12,2GA,2楷林,82.0,333.0,0.0,0.006,0.0409,0,0,0.026,0.02,0.0,0.191,23.0,0.0099,0.0031,0.027,0.026,0.0,12.2,5GG,5A,0,HR,3,-2.4,388,0
1420,9000,24.98,3GC,2楷林,24.0,254.0,0.0,0.007,0.0021,0,0,0.015,0.02,0.0,0.067,16.0,0.007,0.0038,0.035,0.033,0.003,5.0,3GB,4C,0,CR,11,-4.6,526,0
1300,10000,25.42,2GB,2楷林,58.0,397.0,0.0,0.007,0.0796,0,0,0.013,0.02,0.0,0.426,34.0,0.0065,0.0033,0.027,0.026,0.0,6.6,5GG,5A,0,HR,11,0.9,637,0
1290,10360,26.13,2GA,2楷林,38.0,317.0,0.0,0.004,0.042,0,0,0.033,0.03,0.0,0.183,19.0,0.0111,0.0039,0.03,0.029,0.0,6.2,5GG,5A,0,CR,8,-3.4,610,0
1510,9750,28.78,2GB,2楷林,13.0,431.0,0.0,0.004,0.1226,0,0,0.013,0.02,0.0,0.452,27.0,0.0097,0.0027,0.034,0.033,0.0,10.7,5GG,5A,0,HR,6,1.2,596,0
1350,10510,27.33,3GC,2楷林,14.0,256.0,0.0,0.005,0.0021,0,0,0.019,0.03,0.0,0.1,20.0,0.0086,0.0034,0.03,0.029,0.003,3.2,3GB,4C,0,CR,5,-6.3,450,0
1370,11840,31.2,2GA,2楷林,50.0,300.0,8.1,0.005,0.0018,0,0,0.093,0.02,0.0,0.146,21.0,0.0169,0.0099,0.031,0.03,0.0,9.5,3GB,5A,1,GI,5,2.9,339,0
1340,11630,30.47,2GA,2楷林,11.0,278.0,0.0,0.004,0.0019,0,0,0.023,0.02,0.0,0.086,12.0,0.0104,0.0033,0.023,0.022,0.002,4.3,3GB,5A,0,GA,6,-1.4,500,0
1380,8560,22.84,3GC,2楷林,49.0,333.0,0.0,0.004,0.0337,0,3,0.019,0.02,0.0,0.177,16.0,0.0074,0.0036,0.019,0.018,0.0,10.9,3GB,4C,0,HGI,3,2.8,429,0
1130,11610,24.9,2GC,2楷林,86.0,272.0,6.3,0.005,0.0024,0,0,0.025,0.02,0.0,0.097,19.0,0.0096,0.004,0.032,0.03,0.001,7.9,3GB,4C,1,GA,6,-4.6,303,0
960,8950,16.8,2GC,2楷林,80.0,347.0,0.0,0.005,0.0383,11,0,0.01,0.02,0.0,0.198,22.0,0.0108,0.0035,0.031,0.03,0.0,13.4,3GB,4C,0,CR,6,4.9,301,0
1570,11370,34.9,3GC,2楷林,46.0,271.0,0.0,0.005,0.0014,0,1,0.009,0.01,0.0,0.099,15.0,0.0096,0.0029,0.035,0.032,0.001,4.8,3GB,4C,0,CR,5,-2.7,552,0
1400,9290,25.06,2GD,2楷林,3.0,298.0,0.0,0.006,0.0183,0,0,0.015,0.02,0.0,0.189,20.0,0.0079,0.0035,0.024,0.023,0.0,5.9,5GG,4C,0,CR,5,-3.3,609,0
1150,8090,17.87,2GA,2楷林,60.0,454.0,0.0,0.005,0.0561,0,0,0.016,0.02,0.0,0.801,33.0,0.0107,0.0024,0.031,0.03,0.001,5.1,5GG,5A,0,PO,6,-5.0,501,0
1510,8360,24.68,2GB,2楷林,8.0,547.0,0.0,0.006,0.1421,0,0,0.02,0.03,0.0,0.897,30.0,0.0123,0.0027,0.021,0.02,0.001,5.5,3GB,5A,0,HR,1,-2.6,634,0
1090,8970,19.11,2GA,2楷林,29.0,335.0,0.0,0.005,0.0417,0,0,0.025,0.03,0.0,0.187,21.0,0.0132,0.0031,0.024,0.023,0.0,9.0,5GG,5A,0,HR,5,-2.3,466,0
1260,8170,20.13,2GB,2楷林,3.0,368.0,0.0,0.004,0.0385,20,0,0.011,0.02,0.0,0.187,11.0,0.0107,0.0032,0.026,0.024,0.0,4.8,5GG,5A,0,HR,4,-7.7,489,0
1260,9410,23.18,2GA,2楷林,45.0,331.0,0.0,0.005,0.0382,0,0,0.008,0.02,0.0,0.187,19.0,0.009,0.0042,0.022,0.021,0.0,9.9,5GG,5A,0,HR,4,-4.0,632,0
970,8250,15.39,2GA,2楷林,44.0,323.0,8.4,0.005,0.0345,0,0,0.014,0.02,0.0,0.185,21.0,0.0068,0.0029,0.027,0.026,0.0,8.0,3GB,5A,1,CR,9,-0.2,200,1
1180,10570,24.38,2GC,2楷林,80.0,427.0,0.0,0.004,0.1211,0,0,0.014,0.02,0.0,0.312,26.0,0.0121,0.0029,0.023,0.022,0.0,7.2,3GB,4C,0,HGI,8,-1.6,479,0
1360,9090,23.78,2GC,2楷林,20.0,364.0,11.7,0.004,0.0591,0,0,0.013,0.02,0.0,0.339,26.0,0.0102,0.0024,0.038,0.036,0.0,2.1,3GB,4C,1,HR,8,-5.6,424,0
1350,6880,17.96,2GB,2楷林,11.0,519.0,0.0,0.006,0.1839,0,0,0.014,0.02,0.0,0.457,37.0,0.0116,0.0029,0.023,0.021,0.002,16.2,5GG,5A,0,HGI,10,4.3,355,0
1290,8770,22.12,2GA,2楷林,38.0,304.0,0.0,0.006,0.0195,0,6,0.01,0.02,0.0,0.194,16.0,0.0074,0.0092,0.023,0.021,0.0,5.1,5GG,5A,0,HR,4,-1.3,536,0
1240,10890,26.4,2GA,2楷林,45.0,341.0,0.0,0.005,0.0415,0,0,0.015,0.02,0.01,0.185,28.0,0.0098,0.0028,0.026,0.026,0.0,8.5,5GG,5A,0,HGI,9,-4.6,443,0
1100,9330,20.06,2GA,2楷林,57.0,349.0,0.0,0.005,0.0354,11,1,0.018,0.02,0.0,0.242,20.0,0.0086,0.0043,0.037,0.036,0.0,15.1,5GG,5A,0,HR,1,2.9,435,0
960,9090,17.06,2GC,2楷林,77.0,400.0,0.0,0.005,0.07,0,0,0.025,0.02,0.0,0.495,31.0,0.0129,0.0034,0.041,0.039,0.001,12.4,5GG,4C,0,BP,3,2.5,349,0
1560,11470,34.98,2GA,2楷林,6.0,263.0,0.0,0.005,0.0014,0,0,0.011,0.01,0.0,0.073,17.0,0.0096,0.0033,0.031,0.029,0.002,15.8,5GG,5A,0,GA,6,7.4,310,0
1240,8010,19.42,2GB,2楷林,9.0,348.0,0.0,0.006,0.0508,0,0,0.01,0.02,0.0,0.314,30.0,0.0081,0.0027,0.029,0.028,0.0,9.3,5GG,5A,0,HR,11,3.3,422,0
1360,11500,30.58,2GB,2楷林,9.0,452.0,0.0,0.005,0.0608,0,1,0.022,0.02,0.0,0.81,39.0,0.0152,0.0026,0.042,0.04,0.001,8.6,5GG,5A,0,PO,7,1.6,497,0
1060,10610,21.99,2GA,2楷林,86.0,354.0,0.0,0.005,0.0596,0,0,0.012,0.01,0.0,0.359,21.0,0.0065,0.0032,0.04,0.039,0.0,7.9,5GG,5A,0,CR,12,-3.3,501,0
1410,7790,21.47,2GB,2楷林,46.0,331.0,0.0,0.006,0.0378,0,0,0.009,0.02,0.0,0.182,14.0,0.0104,0.0037,0.022,0.021,0.0,4.5,5GG,5A,0,HR,2,-1.8,638,0
1190,6530,15.19,2GA,2楷林,35.0,345.0,0.0,0.005,0.0443,0,0,0.015,0.02,0.0,0.184,20.0,0.0087,0.0039,0.037,0.036,0.0,10.1,5GG,5A,0,HR,3,5.9,531,0
1400,11420,30.76,2GC,2楷林,11.0,274.0,10.2,0.006,0.0015,0,0,0.014,0.02,0.0,0.098,19.0,0.0096,0.0027,0.032,0.03,0.001,2.4,3GB,4C,1,GI,1,-6.3,375,0
1270,10910,27.09,3GC,2楷林,11.0,256.0,0.0,0.004,0.0027,0,0,0.008,0.02,0.0,0.079,21.0,0.0107,0.0036,0.027,0.026,0.003,4.5,3GB,4C,0,HR,6,-3.2,700,0
1140,11070,24.67,2GC,2楷林,46.0,304.0,0.0,0.007,0.0014,5,0,0.052,0.02,0.0,0.198,16.0,0.0449,0.009,0.033,0.032,0.001,9.5,5GG,4C,0,HR,1,-1.1,561,0
940,9800,18.01,2GA,2楷林,67.0,398.0,0.0,0.006,0.0682,0,0,0.03,0.02,0.0,0.491,25.0,0.011,0.0035,0.041,0.04,0.001,14.5,3GB,5A,0,BP,5,3.7,307,0
1240,10180,24.68,2GA,2楷林,9.0,464.0,0.0,0.004,0.0626,1,1,0.016,0.02,0.0,0.802,28.0,0.0146,0.0023,0.024,0.024,0.001,18.2,3GB,5A,1,PO,8,6.4,186,1
1310,10760,27.56,2GC,2楷林,47.0,270.0,0.0,0.005,0.0018,1,0,0.024,0.02,0.01,0.087,17.0,0.0122,0.004,0.026,0.023,0.002,4.9,3GB,4C,0,HR,7,0.2,463,0
1030,7610,15.32,2GA,2楷林,42.0,350.0,0.0,0.004,0.0556,0,0,0.023,0.01,0.0,0.342,34.0,0.0072,0.0031,0.039,0.038,0.0,4.6,3GB,5A,0,CR,9,-3.7,644,0
1270,9890,24.17,2GB,2楷林,15.0,530.0,0.0,0.007,0.1334,0,2,0.012,0.02,0.0,1.184,33.0,0.0109,0.002,0.016,0.014,0.001,10.7,5GG,5A,0,HR,11,-0.7,541,0
1040,9440,19.19,2GB,2楷林,39.0,342.0,0.0,0.006,0.0414,0,0,0.016,0.02,0.0,0.206,22.0,0.0057,0.0041,0.021,0.019,0.0,5.1,5GG,5A,0,HGI,12,0.4,696,0
1090,10840,23.1,2GA,2楷林,99.0,301.0,0.0,0.005,0.0013,0,1,0.011,0.05,0.02,0.133,14.0,0.0507,0.0031,0.026,0.025,0.0,16.4,5GG,5A,0,GI,4,4.1,246,1
1570,11400,34.43,2GA,2楷林,33.0,303.0,12.1,0.006,0.0015,0,0,0.021,0.06,0.02,0.141,16.0,0.0492,0.0035,0.031,0.03,0.0,8.4,3GB,5A,1,GI,2,-2.3,268,1
1150,9850,22.15,2GA,2楷林,75.0,330.0,0.0,0.005,0.041,0,1,0.019,0.02,0.0,0.185,20.0,0.0113,0.0038,0.022,0.022,0.0,4.4,3GB,5A,0,HR,6,-6.7,691,0
1210,8440,19.97,2GC,2楷林,29.0,423.0,0.0,0.005,0.119,0,0,0.01,0.02,0.0,0.321,23.0,0.0096,0.0032,0.024,0.022,0.0,5.7,5GG,4C,0,HGI,7,0.1,505,0
1050,11720,24.06,2GA,2楷林,31.0,254.0,0.0,0.004,0.0019,0,0,0.012,0.02,0.0,0.062,15.0,0.0078,0.0032,0.026,0.025,0.002,8.5,3GB,5A,0,CR,9,0.0,437,0
1180,11270,25.67,3GC,2楷林,35.0,281.0,0.0,0.004,0.002,0,0,0.013,0.02,0.0,0.108,20.0,0.0093,0.0029,0.031,0.029,0.002,9.4,3GB,4C,0,CR,3,-1.4,512,0
1390,9520,25.87,2GA,2楷林,15.0,508.0,0.0,0.005,0.1759,0,0,0.012,0.02,0.0,0.484,33.0,0.0115,0.0024,0.026,0.024,0.001,36.0,3GB,5A,0,HGI,10,24.4,330,0
1530,11680,34.71,3GC,2楷林,32.0,272.0,0.0,0.006,0.0012,0,0,0.012,0.02,0.0,0.088,16.0,0.0105,0.0031,0.02,0.017,0.001,11.7,3GB,4C,0,GI,12,0.0,456,0
1570,8160,25.05,3GC,2楷林,14.0,326.0,0.0,0.007,0.0399,0,0,0.022,0.02,0.0,0.198,29.0,0.0064,0.0037,0.028,0.026,0.0,3.7,3GB,4C,0,HR,11,-4.4,713,0
1330,10070,26.18,3GC,2楷林,21.0,336.0,0.0,0.005,0.036,0,0,0.011,0.02,0.0,0.206,20.0,0.0073,0.0027,0.027,0.025,0.0,12.8,3GB,4C,0,HGI,2,2.8,420,0
1340,11870,31.1,2GD,2楷林,22.0,317.0,0.0,0.007,0.0459,0,1,0.012,0.03,0.0,0.142,21.0,0.0099,0.003,0.02,0.019,0.0,14.4,5GG,4C,0,CR,1,3.9,308,0
1300,8880,22.57,2GA,2楷林,15.0,333.0,0.0,0.006,0.0381,0,0,0.012,0.02,0.0,0.195,17.0,0.0096,0.0043,0.028,0.026,0.0,16.2,5GG,5A,0,HR,12,4.6,342,0
1390,9730,26.44,2GA,2楷林,31.0,344.0,0.0,0.006,0.046,0,0,0.01,0.02,0.0,0.186,11.0,0.009,0.0029,0.03,0.029,0.0,15.6,5GG,5A,0,HGI,4,7.8,272,1
1260,9370,23.08,2GA,2楷林,2.0,327.0,0.0,0.004,0.0421,0,0,0.021,0.03,0.0,0.188,18.0,0.0111,0.0037,0.027,0.027,0.0,2.7,5GG,5A,0,HR,9,-8.7,766,0
1150,9260,20.37,3GC,2楷林,73.0,342.0,0.0,0.005,0.0402,0,0,0.012,0.02,0.0,0.193,15.0,0.0108,0.0036,0.029,0.028,0.0,8.6,3GB,4C,0,HR,2,-5.6,351,0
1300,11700,29.74,2GA,2楷林,38.0,341.0,0.0,0.005,0.0436,0,0,0.012,0.02,0.0,0.207,18.0,0.0103,0.0031,0.025,0.024,0.0,8.7,3GB,5A,0,HGI,12,0.9,434,0
1380,11280,30.43,2GA,2楷林,22.0,324.0,0.0,0.004,0.0352,0,6,0.022,0.02,0.0,0.167,17.0,0.0063,0.0044,0.021,0.02,0.001,4.4,5GG,5A,0,HR,7,-4.6,677,0
1510,10550,31.14,3GC,2楷林,10.0,272.0,0.0,0.006,0.0019,0,0,0.01,0.02,0.0,0.1,14.0,0.0098,0.0028,0.021,0.019,0.001,2.8,3GB,4C,0,GI,1,-7.7,704,0
1290,9080,22.9,2GA,2楷林,66.0,345.0,0.0,0.005,0.043,0,0,0.011,0.02,0.0,0.199,14.0,0.011,0.0029,0.027,0.026,0.0,15.8,5GG,5A,0,HGI,3,0.4,505,0
1010,8420,16.63,2GD,2楷林,45.0,338.0,0.0,0.005,0.0324,11,0,0.008,0.02,0.0,0.194,27.0,0.0109,0.0028,0.023,0.022,0.0,2.0,5GG,4C,0,CR,4,-7.8,708,0
1290,9150,23.08,2GA,2楷林,50.0,341.0,0.0,0.006,0.0396,0,0,0.013,0.03,0.0,0.209,22.0,0.0087,0.0029,0.026,0.024,0.0,7.0,5GG,5A,0,HGI,2,-2.1,549,0
1160,7450,16.9,2GB,2楷林,56.0,473.0,0.0,0.004,0.0711,0,4,0.014,0.02,0.0,0.585,29.0,0.0196,0.0025,0.026,0.025,0.001,10.7,5GG,5A,0,GI,9,0.2,448,0
1280,10640,26.2,2GA,2楷林,20.0,313.0,11.9,0.006,0.0015,5,0,0.054,0.03,0.0,0.186,19.0,0.0445,0.0089,0.034,0.033,0.001,0.9,3GB,5A,1,GI,3,-9.5,400,0
1290,11870,29.94,2GC,2楷林,12.0,319.0,0.0,0.007,0.0318,0,11,0.008,0.02,0.0,0.178,19.0,0.0073,0.0032,0.028,0.026,0.0,12.6,5GG,4C,0,HR,2,4.2,317,0
930,11610,21.11,2GA,2楷林,84.0,300.0,0.0,0.004,0.0025,14,0,0.065,0.06,0.0,0.535,24.0,0.0141,0.0028,0.025,0.024,0.001,2.8,3GB,5A,0,BP,7,0.0,733,0
1420,10380,28.35,2GA,2楷林,32.0,341.0,8.0,0.005,0.0387,0,0,0.014,0.02,0.0,0.193,18.0,0.0101,0.0038,0.024,0.023,0.0,3.3,3GB,5A,1,PO,12,-8.6,232,1
1260,9660,23.8,2GA,2楷林,10.0,355.0,0.0,0.004,0.0425,11,0,0.009,0.01,0.0,0.194,14.0,0.0068,0.0029,0.026,0.025,0.0,13.1,5GG,5A,0,CR,8,1.7,468,0
1110,9730,21.11,2GB,2楷林,47.0,494.0,0.0,0.007,0.1902,0,1,0.011,0.02,0.0,0.448,31.0,0.0084,0.0029,0.024,0.023,0.0,8.1,5GG,5A,0,HR,1,-6.8,405,0
1560,11310,34.49,2GA,2楷林,14.0,340.0,0.0,0.005,0.0398,0,3,0.016,0.02,0.0,0.197,20.0,0.0091,0.0039,0.017,0.015,0.0,5.5,5GG,5A,0,PO,12,1.2,357,0
1290,8800,22.19,3GC,2楷林,38.0,339.0,0.0,0.004,0.0358,0,0,0.017,0.02,0.0,0.181,21.0,0.008,0.0033,0.035,0.035,0.0,5.4,3GB,4C,0,HR,8,-5.8,614,0
1180,6330,14.6,2GB,2楷林,47.0,415.0,0.0,0.006,0.1147,0,0,0.025,0.02,0.0,0.293,32.0,0.0124,0.0043,0.02,0.018,0.001,9.7,5GG,5A,0,HGI,10,-3.1,587,0
1330,9680,25.17,3GC,2楷林,5.0,486.0,0.0,0.006,0.1867,0,0,0.016,0.02,0.0,0.472,26.0,0.0098,0.0031,0.029,0.028,0.0,11.2,3GB,4C,0,HR,1,1.2,475,0
1260,11300,27.84,2GB,2楷林,1.0,329.0,0.0,0.006,0.0406,0,0,0.012,0.02,0.0,0.207,25.0,0.0089,0.0033,0.024,0.023,0.0,9.6,3GB,5A,0,HR,3,-2.4,470,0
