SLAB气,SLAB辨捞,SLAB吝樊,SLAB弥檬历厘困摹,楷林备盒,窜困郴鉴辑,乞闭TS,傈窜_沥沥LT,己盒AS,己盒C,己盒B,己盒CA,己盒CU,己盒CR,己盒MO,己盒MN,己盒N,己盒P,己盒S,己盒TOTALAL,己盒SOLAL,己盒V,沥沥_厘涝LT,傈历厘困摹内靛,惯瘤具靛器牢飘,胶墨俏咯何,前疙,岿备盒,沥沥_拘楷累诀瘤矫LT,厘涝柯档,HCR角利备盒
1270,8460,21.0,3GB,2楷林,38.0,335.0,0.0,0.004,0.0441,0,1,0.018,0.02,0.0,0.295,28.0,0.0117,0.0029,0.024,0.023,0.001,5.7,3GB,5A,0,HR,6,-0.7,602,0
1430,11840,33.1,2GA,2楷林,20.0,273.0,0.0,0.005,0.0016,0,6,0.018,0.02,0.0,0.091,17.0,0.009,0.004,0.032,0.031,0.001,9.0,3GB,5A,0,CR,6,-2.1,650,0
1260,9450,23.28,2GB,2楷林,34.0,420.0,0.0,0.004,0.115,0,0,0.022,0.02,0.0,0.321,25.0,0.0112,0.0028,0.018,0.017,0.001,1.5,2GB,5A,0,HGI,7,-5.0,742,0
1240,9520,23.08,2GA,2楷林,105.0,328.0,0.0,0.005,0.0395,0,0,0.021,0.02,0.0,0.197,18.0,0.0099,0.0033,0.026,0.024,0.0,7.7,3GB,5A,0,HR,8,-0.8,550,0
1280,9260,23.17,2GC,2楷林,70.0,461.0,0.0,0.004,0.1638,0,0,0.018,0.02,0.0,0.505,23.0,0.0116,0.0034,0.023,0.022,0.001,4.3,5GG,4C,0,HR,7,-2.8,610,0
1540,10010,30.14,2GA,2楷林,26.0,331.0,0.0,0.004,0.036,0,1,0.012,0.02,0.0,0.195,14.0,0.0079,0.0031,0.035,0.033,0.0,9.0,5GG,5A,0,HR,7,1.9,466,0
1110,10960,23.78,2GA,2楷林,75.0,358.0,0.0,0.007,0.0637,0,0,0.02,0.01,0.0,0.354,23.0,0.0077,0.0024,0.034,0.033,0.0,15.2,5GG,5A,0,CR,2,5.9,148,1
1290,7560,18.76,2GC,2楷林,51.0,321.0,9.3,0.005,0.0388,0,0,0.01,0.02,0.0,0.207,15.0,0.0094,0.0027,0.022,0.02,0.0,5.7,3GB,4C,1,HR,2,-0.6,424,0
900,11210,19.72,2GA,2楷林,57.0,305.0,0.0,0.004,0.0028,15,0,0.058,0.07,0.0,0.517,15.0,0.0143,0.003,0.025,0.024,0.002,3.8,5GG,5A,0,BP,9,-4.8,497,0
1130,9100,20.1,3GC,2楷林,61.0,327.0,0.0,0.006,0.034,0,2,0.013,0.02,0.0,0.202,28.0,0.0069,0.0029,0.035,0.033,0.0,14.0,3GB,4C,0,HR,11,4.2,361,0
1100,9540,20.52,2GB,2楷林,48.0,332.0,0.0,0.006,0.0382,0,0,0.022,0.02,0.0,0.186,26.0,0.009,0.0031,0.025,0.024,0.0,12.2,5GG,5A,0,FH,2,2.6,469,0
1450,7820,21.64,2GC,2楷林,22.0,252.0,8.3,0.004,0.0015,0,0,0.01,0.01,0.0,0.066,14.0,0.0042,0.0037,0.03,0.028,0.004,8.5,5GG,4C,1,HR,6,2.9,286,1
1030,11800,23.76,2GC,2楷林,28.0,304.0,0.0,0.005,0.0025,16,0,0.063,0.07,0.0,0.558,17.0,0.0131,0.0025,0.026,0.024,0.001,12.0,3GB,4C,0,BP,2,2.6,229,1
1270,11690,29.02,2GA,2楷林,2.0,325.0,0.0,0.004,0.0385,0,0,0.012,0.02,0.0,0.203,16.0,0.0074,0.0029,0.025,0.023,0.0,7.5,5GG,5A,0,CR,8,2.1,553,0
1240,8980,21.77,2GB,2楷林,36.0,507.0,0.0,0.005,0.079,3,1,0.016,0.02,0.0,0.887,23.0,0.0194,0.0024,0.026,0.026,0.001,10.0,5GG,5A,0,HR,5,-1.2,360,0
1030,9670,19.47,2GA,2楷林,80.0,330.0,0.0,0.006,0.0381,0,0,0.011,0.03,0.0,0.197,24.0,0.009,0.0034,0.032,0.032,0.0,18.8,5GG,5A,0,HR,2,10.4,289,1
1570,9340,27.8,2GA,2楷林,30.0,259.0,10.1,0.005,0.0022,0,0,0.02,0.02,0.0,0.069,16.0,0.0073,0.0038,0.034,0.031,0.003,2.6,3GB,5A,1,HR,6,-8.6,294,1
980,11750,22.51,3GC,2楷林,19.0,346.0,0.0,0.004,0.0513,0,0,0.013,0.02,0.0,0.348,21.0,0.0073,0.0022,0.043,0.041,0.0,3.6,3GB,4C,0,CR,9,3.2,514,0
1300,9870,25.08,2GB,2楷林,22.0,390.0,0.0,0.006,0.0815,0,0,0.011,0.02,0.0,0.323,37.0,0.008,0.0027,0.028,0.026,0.0,14.1,5GG,5A,0,HR,11,0.0,439,0
1330,7290,18.96,2GC,2楷林,71.0,322.0,0.0,0.005,0.039,0,1,0.012,0.02,0.0,0.206,17.0,0.0073,0.0034,0.023,0.021,0.0,9.3,5GG,4C,0,HR,11,-0.9,618,0
1110,9020,19.57,2GA,2楷林,22.0,330.0,0.0,0.004,0.0355,0,0,0.011,0.01,0.0,0.179,12.0,0.005,0.0031,0.022,0.022,0.0,3.3,3GB,5A,0,HR,7,-4.8,801,0
1190,10770,25.06,2GC,2楷林,50.0,320.0,0.0,0.007,0.0326,0,0,0.021,0.02,0.0,0.193,19.0,0.0046,0.0021,0.032,0.031,0.001,12.5,5GG,4C,0,HR,1,6.6,363,0
1560,7620,23.24,2GA,2楷林,2.0,375.0,0.0,0.005,0.0658,0,0,0.012,0.01,0.0,0.482,36.0,0.0099,0.0032,0.036,0.034,0.0,6.3,5GG,5A,0,PosMAC,8,-6.3,490,0
1080,11480,24.24,2GB,2楷林,49.0,521.0,0.0,0.005,0.1442,0,1,0.03,0.02,0.0,0.888,33.0,0.0107,0.0025,0.021,0.021,0.002,8.6,5GG,5A,0,HR,5,-3.7,495,0
960,10400,19.21,2GA,2楷林,56.0,330.0,8.3,0.006,0.0384,0,0,0.022,0.02,0.0,0.196,26.0,0.008,0.0037,0.037,0.036,0.0,3.1,3GB,5A,1,HR,6,-8.4,296,1
1380,11730,31.3,2GA,2楷林,10.0,266.0,0.0,0.004,0.0022,0,4,0.019,0.02,0.0,0.09,18.0,0.0094,0.0032,0.026,0.025,0.0,3.8,5GG,5A,0,CR,6,-3.6,755,0
1300,8920,22.67,2GA,2楷林,43.0,332.0,0.0,0.006,0.0398,0,0,0.009,0.02,0.0,0.216,28.0,0.0078,0.0042,0.028,0.026,0.0,9.5,5GG,5A,0,HR,10,0.6,430,0
1500,9450,27.71,2GA,2楷林,7.0,254.0,0.0,0.005,0.0025,0,0,0.009,0.02,0.0,0.062,19.0,0.0075,0.0037,0.028,0.026,0.002,5.4,5GG,5A,0,HR,12,-0.2,676,0
960,10650,19.99,3GC,2楷林,40.0,327.0,0.0,0.004,0.0348,0,0,0.02,0.03,0.0,0.193,16.0,0.0099,0.0042,0.021,0.02,0.0,6.7,3GB,4C,0,FH,7,-0.9,300,1
1080,10900,23.01,3GC,2楷林,60.0,541.0,0.0,0.004,0.1385,0,0,0.027,0.03,0.0,0.875,24.0,0.0139,0.0031,0.026,0.021,0.001,7.9,3GB,4C,0,HR,8,-4.4,571,0
1520,11680,34.14,2GA,2楷林,16.0,322.0,0.0,0.006,0.0381,0,1,0.011,0.01,0.0,0.199,21.0,0.0075,0.0028,0.018,0.017,0.0,9.5,5GG,5A,0,CR,2,0.0,312,0
1240,10910,26.45,2GA,2楷林,2.0,333.0,0.0,0.006,0.0369,0,0,0.01,0.02,0.0,0.183,23.0,0.0079,0.0032,0.02,0.02,0.0,17.0,5GG,5A,0,HGI,2,10.8,298,1
1370,11870,31.79,2GA,2楷林,12.0,324.0,0.0,0.004,0.0394,0,0,0.013,0.02,0.0,0.192,22.0,0.0105,0.0034,0.019,0.017,0.0,4.1,3GB,5A,0,GI,8,-1.5,580,0
1320,8880,22.48,2GB,2楷林,40.0,526.0,0.0,0.006,0.1222,0,0,0.022,0.02,0.0,1.204,36.0,0.012,0.0028,0.026,0.025,0.001,7.9,5GG,5A,0,HGI,1,3.7,579,0
980,9470,18.14,2GA,2楷林,61.0,328.0,0.0,0.005,0.0451,0,0,0.014,0.02,0.0,0.221,20.0,0.0121,0.0034,0.024,0.023,0.0,14.0,5GG,5A,0,HR,1,5.3,369,0
1570,7340,22.53,2GC,2楷林,8.0,326.0,0.0,0.007,0.0398,0,0,0.021,0.02,0.0,0.2,24.0,0.0121,0.0028,0.03,0.028,0.0,8.9,5GG,4C,0,HR,11,0.7,510,0
1510,10460,30.88,2GA,2楷林,4.0,288.0,0.0,0.006,0.0025,0,0,0.009,0.02,0.0,0.143,16.0,0.01,0.0028,0.019,0.017,0.001,15.3,5GG,5A,0,GA,1,3.8,367,0
1090,9420,20.07,2GC,2楷林,69.0,501.0,0.0,0.006,0.176,0,1,0.019,0.03,0.0,0.768,32.0,0.0121,0.0031,0.026,0.026,0.001,7.3,5GG,4C,0,HR,5,-2.5,565,0
1270,11670,28.97,2GB,2楷林,45.0,325.0,0.0,0.005,0.0474,0,0,0.009,0.02,0.0,0.142,17.0,0.0061,0.0031,0.018,0.017,0.0,7.4,3GB,5A,0,PO,3,-2.3,533,0
1080,10970,23.16,2GD,2楷林,105.0,457.0,0.0,0.007,0.0035,10,1,0.105,0.02,0.06,0.559,32.0,0.0856,0.0102,0.056,0.054,0.002,7.1,5GG,4C,0,GA,1,2.2,479,0
1110,11050,23.98,2GA,2楷林,78.0,325.0,0.0,0.006,0.0399,0,0,0.012,0.02,0.0,0.201,23.0,0.0117,0.0036,0.02,0.019,0.001,10.0,5GG,5A,0,CR,11,2.8,363,0
980,9960,19.08,2GC,2楷林,65.0,371.0,0.0,0.006,0.0387,18,0,0.011,0.02,0.0,0.2,15.0,0.0068,0.0035,0.02,0.019,0.0,6.9,5GG,4C,0,HR,11,-5.4,391,0
1300,10400,26.43,2GA,2楷林,48.0,340.0,0.0,0.006,0.0424,0,0,0.011,0.03,0.0,0.189,16.0,0.0085,0.0035,0.018,0.016,0.0,8.7,3GB,5A,0,HGI,3,-2.0,517,0
1280,9240,23.12,2GA,2楷林,60.0,329.0,0.0,0.005,0.0376,0,0,0.013,0.02,0.0,0.19,26.0,0.0083,0.0029,0.024,0.023,0.0,7.6,5GG,5A,0,HR,6,-7.2,651,0
960,9680,18.17,2GA,2楷林,60.0,302.0,0.0,0.004,0.0202,0,0,0.009,0.01,0.0,0.141,16.0,0.0075,0.0033,0.034,0.032,0.0,12.6,5GG,5A,0,HR,7,2.9,403,0
1180,7850,18.11,3GC,2楷林,65.0,523.0,0.0,0.006,0.1378,0,0,0.014,0.02,0.0,0.821,28.0,0.0111,0.0029,0.024,0.023,0.001,7.5,3GB,4C,0,HR,6,-0.5,593,0
1280,9430,22.77,2GA,2楷林,51.0,337.0,10.5,0.006,0.0443,0,0,0.011,0.02,0.0,0.207,30.0,0.0108,0.0029,0.025,0.024,0.0,5.1,3GB,5A,1,HR,1,-3.2,366,0
1570,9770,29.27,2GC,2楷林,12.0,252.0,8.2,0.004,0.0018,0,1,0.01,0.02,0.0,0.063,15.0,0.0072,0.003,0.03,0.026,0.004,5.7,3GB,4C,1,FH,8,-0.8,369,0
1290,8810,22.22,2GB,2楷林,79.0,426.0,0.0,0.006,0.1208,0,0,0.013,0.02,0.0,0.295,30.0,0.012,0.0032,0.016,0.014,0.0,12.4,5GG,5A,0,HGI,12,-1.4,583,0
1000,9490,18.55,2GA,2楷林,70.0,408.0,0.0,0.005,0.067,0,2,0.017,0.02,0.0,0.247,100.0,0.0135,0.0039,0.029,0.027,0.0,4.3,5GG,5A,0,BP,3,-6.3,498,0
1030,9270,18.67,2GA,2楷林,52.0,319.0,0.0,0.005,0.0367,0,0,0.018,0.01,0.0,0.18,22.0,0.0059,0.0035,0.02,0.019,0.0,5.5,3GB,5A,0,HR,10,-2.7,517,0
1300,11690,29.71,3GC,2楷林,60.0,338.0,0.0,0.006,0.0392,0,2,0.013,0.02,0.0,0.205,17.0,0.0067,0.0036,0.023,0.021,0.0,3.5,3GB,4C,0,HGI,1,-4.6,636,0
1290,6970,17.58,2GA,2楷林,43.0,496.0,0.0,0.006,0.1723,0,1,0.014,0.02,0.0,0.468,30.0,0.0091,0.003,0.033,0.03,0.0,9.5,3GB,5A,0,HGI,12,-3.9,615,0
1560,11470,34.98,2GA,2楷林,7.0,275.0,0.0,0.006,0.0018,0,1,0.018,0.02,0.0,0.103,18.0,0.0116,0.0036,0.022,0.02,0.001,12.2,5GG,5A,0,CR,2,5.7,483,0
1280,8810,21.52,2GC,2楷林,37.0,299.0,6.3,0.006,0.0021,0,0,0.013,0.02,0.0,0.147,13.0,0.0098,0.0032,0.03,0.029,0.002,8.4,3GB,4C,1,CR,6,1.9,170,1
940,9800,18.01,2GA,2楷林,64.0,400.0,0.0,0.005,0.0711,0,0,0.016,0.02,0.0,0.498,45.0,0.0082,0.0035,0.046,0.044,0.001,14.8,5GG,5A,0,BP,5,4.1,217,1
1190,11360,26.1,2GD,2楷林,26.0,474.0,0.0,0.004,0.1759,0,0,0.013,0.01,0.0,0.778,29.0,0.008,0.0024,0.03,0.029,0.0,6.8,3GB,4C,0,HR,8,-2.1,540,0
1100,11200,24.09,2GB,2楷林,77.0,455.0,0.0,0.005,0.1453,0,0,0.015,0.02,0.0,0.5,20.0,0.0113,0.003,0.024,0.023,0.0,7.4,5GG,5A,0,HR,12,-2.3,524,0
1480,11560,33.45,2GA,2楷林,26.0,326.0,0.0,0.005,0.0387,0,1,0.01,0.02,0.0,0.191,27.0,0.0072,0.0022,0.026,0.026,0.0,9.0,3GB,5A,0,GI,9,4.9,466,0
990,8680,16.8,2GA,2楷林,95.0,448.0,0.0,0.006,0.0599,0,4,0.023,0.02,0.0,0.81,28.0,0.0086,0.0031,0.036,0.034,0.001,6.9,5GG,5A,0,PO,10,-6.7,603,0
1180,10510,24.25,2GB,2楷林,79.0,398.0,0.0,0.005,0.0834,0,0,0.02,0.02,0.0,0.465,27.0,0.0088,0.0034,0.024,0.023,0.0,5.4,5GG,5A,0,HR,12,-8.8,627,0
960,10300,19.33,2GA,2楷林,53.0,329.0,0.0,0.006,0.0366,0,0,0.016,0.02,0.0,0.208,17.0,0.0069,0.0039,0.029,0.026,0.0,15.8,5GG,5A,0,HR,11,5.1,335,0
1220,11770,27.84,2GB,2楷林,22.0,524.0,0.0,0.007,0.0784,4,1,0.014,0.02,0.0,0.89,35.0,0.0188,0.0033,0.029,0.029,0.001,11.7,5GG,5A,0,HR,1,1.8,431,0
1030,9300,18.73,2GA,2楷林,55.0,330.0,0.0,0.006,0.0335,0,4,0.012,0.01,0.0,0.208,19.0,0.0096,0.0035,0.025,0.022,0.0,4.8,3GB,5A,0,HR,10,-2.3,493,0
1260,9360,23.06,2GB,2楷林,26.0,418.0,0.0,0.005,0.1095,0,0,0.016,0.02,0.0,0.435,22.0,0.012,0.0028,0.02,0.018,0.0,4.5,3GB,5A,0,HR,7,-4.2,753,0
1220,9760,23.28,2GB,2楷林,19.0,426.0,0.0,0.005,0.1096,0,0,0.01,0.01,0.0,0.437,30.0,0.0076,0.0029,0.018,0.015,0.0,7.1,5GG,5A,0,HGI,12,-2.0,516,0
1240,8450,20.07,2GB,2楷林,49.0,522.0,0.0,0.004,0.1281,0,0,0.02,0.02,0.0,0.862,25.0,0.0109,0.0028,0.017,0.016,0.0,8.5,5GG,5A,0,HR,7,-1.6,645,0
1370,10610,28.42,3GC,2楷林,20.0,350.0,0.0,0.006,0.0547,0,0,0.011,0.02,0.0,0.356,41.0,0.0067,0.0027,0.035,0.033,0.0,10.5,3GB,4C,0,CR,1,1.6,497,0
1230,11520,27.7,2GC,2楷林,20.0,526.0,0.0,0.006,0.0755,2,1,0.016,0.02,0.0,0.895,34.0,0.0194,0.0031,0.027,0.027,0.002,7.0,5GG,4C,0,CR,5,-1.3,275,1
1390,9090,24.04,2GC,2楷林,9.0,270.0,6.5,0.005,0.0015,0,0,0.021,0.02,0.0,0.075,15.0,0.0089,0.0036,0.039,0.038,0.002,11.8,3GB,4C,1,GI,6,2.2,278,1
1110,9290,20.16,2GC,2楷林,33.0,330.0,0.0,0.005,0.0344,0,0,0.009,0.02,0.0,0.189,14.0,0.0097,0.0038,0.028,0.025,0.0,12.0,3GB,4C,0,HR,12,5.4,490,0
1010,10050,19.84,3GC,2楷林,51.0,289.0,0.0,0.004,0.0022,0,0,0.012,0.02,0.0,0.145,12.0,0.0103,0.0031,0.036,0.034,0.001,6.1,3GB,4C,0,FH,9,-0.8,583,0
1120,10510,23.01,2GB,2楷林,49.0,527.0,0.0,0.006,0.1506,0,0,0.017,0.02,0.0,0.887,33.0,0.0106,0.0028,0.022,0.02,0.001,6.5,3GB,5A,0,HR,10,2.8,465,0
1350,10720,28.08,3GC,2楷林,15.0,288.0,0.0,0.005,0.0023,0,0,0.025,0.03,0.01,0.103,15.0,0.0116,0.0035,0.032,0.03,0.001,6.8,3GB,4C,0,GA,7,-6.8,439,0
1350,11620,30.67,2GA,2楷林,10.0,326.0,0.0,0.004,0.0353,0,0,0.022,0.02,0.0,0.185,26.0,0.0091,0.0034,0.016,0.015,0.0,15.1,5GG,5A,0,HR,9,6.9,403,0
1260,7020,17.29,2GA,2楷林,31.0,356.0,0.0,0.005,0.0474,0,0,0.011,0.02,0.0,0.299,30.0,0.0089,0.003,0.036,0.035,0.0,15.2,5GG,5A,0,HR,2,1.3,437,0
1090,11260,22.88,2GC,2楷林,70.0,271.0,8.3,0.004,0.0019,0,0,0.011,0.01,0.0,0.094,19.0,0.0095,0.004,0.032,0.031,0.001,6.6,3GB,4C,1,CR,6,1.5,340,0
1270,11420,27.35,2GC,2楷林,8.0,288.0,8.8,0.004,0.0017,0,0,0.011,0.02,0.0,0.149,17.0,0.011,0.003,0.029,0.028,0.002,5.0,3GB,4C,1,HR,6,-2.3,345,0
1370,10900,28.77,2GA,2楷林,4.0,332.0,0.0,0.005,0.0395,0,0,0.019,0.02,0.0,0.196,25.0,0.008,0.0037,0.023,0.022,0.0,3.1,3GB,5A,0,GI,8,-5.0,712,0
1330,9610,24.99,2GA,2楷林,36.0,303.0,0.0,0.006,0.0215,0,0,0.023,0.03,0.0,0.193,15.0,0.0114,0.0044,0.029,0.027,0.0,10.3,5GG,5A,0,CR,5,0.2,583,0
1260,9390,23.13,2GC,2楷林,46.0,328.0,0.0,0.006,0.0357,0,0,0.015,0.02,0.0,0.216,25.0,0.009,0.0028,0.021,0.019,0.001,13.4,5GG,4C,0,HR,11,7.4,492,0
1190,11600,26.99,2GA,2楷林,40.0,288.0,0.0,0.005,0.0019,0,0,0.018,0.02,0.0,0.146,19.0,0.0088,0.0035,0.034,0.032,0.001,10.1,5GG,5A,0,HR,12,-3.2,495,0
1070,9850,20.6,2GC,2楷林,61.0,537.0,0.0,0.004,0.2016,0,2,0.012,0.02,0.0,0.46,27.0,0.0094,0.0025,0.036,0.034,0.0,8.8,5GG,4C,0,HR,9,-6.7,559,0
1040,11810,24.01,2GA,2楷林,74.0,294.0,0.0,0.006,0.0199,0,1,0.019,0.02,0.0,0.169,19.0,0.0059,0.0036,0.028,0.026,0.0,15.6,5GG,5A,0,CR,11,7.9,338,0
1190,9260,21.54,2GB,2楷林,74.0,484.0,0.0,0.007,0.1916,0,0,0.013,0.02,0.0,0.462,26.0,0.0071,0.0039,0.026,0.024,0.0,10.5,5GG,5A,0,HR,11,2.8,341,0
1220,7810,18.63,2GB,2楷林,63.0,392.0,0.0,0.006,0.08,0,0,0.022,0.02,0.0,0.293,28.0,0.0121,0.0034,0.04,0.038,0.001,15.2,5GG,5A,0,HR,3,6.8,209,1
1190,11360,26.43,3GC,2楷林,42.0,339.0,0.0,0.004,0.045,0,1,0.015,0.02,0.0,0.297,35.0,0.008,0.0028,0.029,0.028,0.0,4.4,3GB,4C,0,CR,8,-3.1,568,0
1290,10180,25.67,2GA,2楷林,26.0,339.0,0.0,0.004,0.0404,1,0,0.023,0.03,0.0,0.182,19.0,0.0093,0.004,0.032,0.031,0.0,11.0,3GB,5A,0,HR,9,3.6,573,0
1260,9440,22.88,2GB,2楷林,33.0,332.0,10.2,0.006,0.0398,0,0,0.016,0.02,0.0,0.202,16.0,0.0093,0.0028,0.028,0.026,0.0,4.0,3GB,5A,1,HR,1,-4.1,337,0
1290,8800,22.19,2GC,2楷林,44.0,333.0,0.0,0.003,0.0324,0,0,0.015,0.01,0.0,0.186,15.0,0.0061,0.0029,0.031,0.024,0.0,6.1,5GG,4C,0,HR,8,-5.4,658,0
1570,7200,22.1,2GA,2楷林,17.0,367.0,0.0,0.004,0.0634,0,0,0.013,0.02,0.0,0.338,28.0,0.0103,0.0032,0.031,0.03,0.0,5.4,5GG,5A,0,HR,6,-4.4,683,0
1370,8470,22.69,2GA,2楷林,62.0,337.0,0.0,0.006,0.0377,1,0,0.017,0.02,0.0,0.197,21.0,0.0078,0.0038,0.024,0.022,0.0,13.1,5GG,5A,0,HR,10,3.0,541,0
1140,10210,22.39,2GC,2楷林,95.0,304.0,10.7,0.006,0.0018,0,0,0.019,0.06,0.02,0.142,12.0,0.0486,0.0042,0.031,0.029,0.0,4.7,3GB,4C,1,GI,12,-8.7,262,1
990,10270,19.88,3GC,2楷林,74.0,319.0,0.0,0.005,0.0371,0,0,0.018,0.02,0.0,0.203,21.0,0.0109,0.0025,0.022,0.02,0.0,14.0,3GB,4C,0,BP,3,3.0,288,1
1440,11870,33.42,3GC,2楷林,18.0,266.0,0.0,0.005,0.0015,0,1,0.026,0.02,0.0,0.094,16.0,0.0094,0.0044,0.022,0.021,0.001,9.9,3GB,4C,0,CR,5,-1.7,419,0
1570,9940,30.51,3GC,2楷林,8.0,330.0,0.0,0.004,0.0396,0,0,0.008,0.01,0.0,0.193,23.0,0.0098,0.0037,0.032,0.031,0.0,7.4,3GB,4C,0,HR,6,-6.9,603,0
1070,6630,13.87,3GB,2楷林,58.0,531.0,0.0,0.005,0.1342,0,0,0.024,0.02,0.0,0.918,22.0,0.0133,0.0026,0.024,0.023,0.001,7.0,3GB,5A,0,PO,6,-5.3,520,0
1510,11680,34.48,2GA,2楷林,2.0,307.0,0.0,0.005,0.0013,1,0,0.027,0.05,0.02,0.142,15.0,0.052,0.0056,0.034,0.033,0.001,13.0,5GG,5A,0,GI,3,4.2,195,1
1230,7180,17.27,2GB,2楷林,58.0,524.0,0.0,0.006,0.1397,1,0,0.022,0.02,0.0,0.812,25.0,0.0111,0.0032,0.024,0.022,0.001,11.2,3GB,5A,0,HR,10,-1.4,485,0
1560,11450,34.36,2GA,2楷林,10.0,254.0,9.4,0.006,0.0019,0,1,0.013,0.02,0.0,0.067,14.0,0.0082,0.0032,0.027,0.025,0.002,1.2,3GB,5A,1,GI,2,-8.7,447,0
1110,9810,21.29,2GA,2楷林,60.0,332.0,0.0,0.005,0.0381,0,0,0.009,0.02,0.0,0.196,17.0,0.0107,0.003,0.027,0.026,0.0,12.4,5GG,5A,0,HR,3,0.8,420,0
1300,8880,22.57,2GA,2楷林,79.0,333.0,0.0,0.006,0.0381,0,0,0.012,0.02,0.0,0.195,17.0,0.0096,0.0043,0.028,0.026,0.0,13.6,5GG,5A,0,HR,12,-0.6,547,0
1370,11450,30.67,3GB,2楷林,59.0,433.0,0.0,0.006,0.0536,0,0,0.014,0.02,0.0,0.801,27.0,0.0094,0.0024,0.038,0.037,0.001,5.5,3GB,5A,0,PO,4,-1.0,693,0
1410,9840,27.12,2GA,2楷林,17.0,327.0,0.0,0.005,0.0314,0,0,0.018,0.02,0.0,0.202,22.0,0.0093,0.004,0.035,0.032,0.0,15.8,5GG,5A,0,HR,11,3.1,287,1
1240,10180,24.68,2GB,2楷林,31.0,458.0,0.0,0.004,0.0603,0,1,0.028,0.03,0.0,0.803,32.0,0.0116,0.0022,0.041,0.04,0.001,12.8,5GG,5A,0,PO,9,2.0,440,0
1300,11350,28.85,3GB,2楷林,34.0,445.0,0.0,0.004,0.0606,0,0,0.013,0.02,0.0,0.788,33.0,0.0128,0.0028,0.033,0.032,0.001,3.7,3GB,5A,0,PO,7,-3.0,670,0
1430,11810,32.49,2GC,2楷林,82.0,326.0,8.0,0.007,0.0404,0,0,0.015,0.02,0.0,0.197,27.0,0.0074,0.0033,0.026,0.025,0.0,9.6,3GB,4C,1,GI,11,2.6,205,1
1410,10590,27.89,2GC,2楷林,30.0,289.0,9.9,0.005,0.0022,0,1,0.013,0.02,0.0,0.147,20.0,0.0098,0.0038,0.027,0.026,0.002,5.9,3GB,4C,1,GA,1,2.4,252,1
1270,9310,23.12,2GA,2楷林,63.0,328.0,0.0,0.004,0.0357,0,0,0.026,0.02,0.0,0.192,19.0,0.0091,0.0034,0.028,0.026,0.0,10.0,3GB,5A,0,HR,5,-6.6,552,0
1550,11550,35.0,2GA,2楷林,4.0,272.0,0.0,0.004,0.0017,0,0,0.021,0.02,0.0,0.125,18.0,0.0092,0.0036,0.026,0.023,0.001,5.7,5GG,5A,0,CR,7,-4.1,637,0
1120,11750,25.73,2GC,2楷林,84.0,526.0,0.0,0.005,0.0798,1,0,0.016,0.02,0.0,0.905,37.0,0.0193,0.0026,0.027,0.026,0.001,10.3,5GG,4C,0,GI,11,-4.8,365,0
1090,7270,15.49,2GC,2楷林,56.0,443.0,0.0,0.007,0.0564,0,0,0.014,0.01,0.0,0.784,29.0,0.0063,0.0022,0.032,0.031,0.0,17.3,5GG,4C,0,HGI,4,6.8,326,0
1510,10870,32.09,2GA,2楷林,48.0,324.0,0.0,0.004,0.0376,0,1,0.011,0.01,0.0,0.185,11.0,0.0089,0.0037,0.031,0.03,0.0,8.0,5GG,5A,0,HR,9,-4.1,640,0
1240,9530,23.1,2GB,2楷林,32.0,394.0,0.0,0.005,0.079,0,0,0.02,0.02,0.0,0.305,27.0,0.0112,0.0019,0.029,0.028,0.0,9.5,5GG,5A,0,HR,6,-4.0,616,0
1190,11510,26.78,2GA,2楷林,98.0,276.0,0.0,0.005,0.0017,0,0,0.017,0.02,0.0,0.096,22.0,0.0097,0.0036,0.025,0.021,0.001,14.9,5GG,5A,0,CR,4,5.7,484,0
1260,9570,23.57,2GA,2楷林,35.0,326.0,0.0,0.004,0.0361,0,2,0.012,0.02,0.0,0.199,18.0,0.0103,0.003,0.026,0.023,0.0,6.6,3GB,5A,0,HR,4,-7.3,531,0
1240,10500,25.45,2GC,2楷林,51.0,422.0,0.0,0.004,0.1182,0,0,0.014,0.01,0.0,0.294,26.0,0.0105,0.003,0.018,0.018,0.0,6.5,5GG,4C,0,HGI,8,-3.3,637,0
1310,8820,22.59,2GC,2楷林,20.0,293.0,0.0,0.005,0.0021,0,1,0.013,0.02,0.0,0.101,15.0,0.0093,0.0039,0.035,0.033,0.001,11.1,3GB,4C,0,HR,5,6.2,459,0
1070,10780,22.55,2GA,2楷林,67.0,302.0,0.0,0.006,0.0227,0,0,0.009,0.02,0.0,0.183,13.0,0.0098,0.003,0.022,0.021,0.0,8.4,3GB,5A,0,CR,4,-2.6,564,0
1410,11590,31.95,2GA,2楷林,24.0,273.0,0.0,0.005,0.0018,0,0,0.011,0.02,0.0,0.099,12.0,0.0091,0.0025,0.028,0.027,0.001,7.9,5GG,5A,0,CR,2,1.2,439,0
1000,10300,20.14,2GB,2楷林,109.0,334.0,0.0,0.005,0.0397,0,0,0.009,0.02,0.0,0.205,14.0,0.0071,0.0035,0.026,0.024,0.0,11.2,3GB,5A,0,HR,4,-1.3,432,0
1420,11450,31.79,2GA,2楷林,17.0,452.0,0.0,0.007,0.0614,0,0,0.021,0.02,0.0,0.81,28.0,0.0114,0.0029,0.028,0.027,0.0,8.9,5GG,5A,0,PO,2,0.3,487,0
