메이커,모델,스펙,배기량,기통,변속기,연료,CITY연비,HWY연비,CO2배출량
VOLKSWAGEN,PASSAT,MID_SIZE,1.8,4.0,AT,휘발유,10.1,14.5,198.0
VOLKSWAGEN,PASSAT,MID_SIZE,2.5,5.0,AT,휘발유,9.1,12.5,223.0
VOLKSWAGEN,PASSAT,MID_SIZE,3.6,6.0,AT,고급유,8.1,11.4,248.0
VOLKSWAGEN,PASSAT_TDI,MID_SIZE,2.0,4.0,AT,경유,12.8,16.9,180.0
VOLKSWAGEN,ROUTAN,MINIVAN,3.6,6.0,AT,휘발유,7.0,10.5,278.0
VOLKSWAGEN,TIGUAN,SUV ,2.0,4.0,AT,고급유,8.5,10.5,246.0
VOLKSWAGEN,TIGUAN,SUV ,2.0,4.0,AT,고급유,8.5,10.6,246.0
VOLKSWAGEN,BEETLE,COMPACT,2.0,4.0,AT,고급유,10.0,12.7,209.0
VOLKSWAGEN,BEETLE_TDI,COMPACT,2.0,4.0,AT,경유,13.2,17.5,183.0
VOLKSWAGEN,BEETLE,SUBCOMPACT,2.0,4.0,AT,고급유,9.7,12.2,216.0
VOLKSWAGEN,CC,COMPACT,2.0,4.0,AT,고급유,9.3,13.0,214.0
VOLKSWAGEN,EOS,SUBCOMPACT,2.0,4.0,AT,고급유,9.3,12.8,219.0
VOLKSWAGEN,GOLF_TDI,COMPACT,2.0,4.0,AT,경유,13.2,18.2,177.0
VOLKSWAGEN,GOLF,COMPACT,2.0,4.0,AT,고급유,10.5,13.9,196.0
VOLKSWAGEN,GOLF_TDI,STATION WAGON ,2.0,4.0,AT,경유,13.2,17.9,180.0
VOLKSWAGEN,JETTA_TDI,COMPACT,2.0,4.0,AT,경유,13.2,19.2,175.0
VOLKSWAGEN,JETTA,COMPACT,2.0,4.0,AT,고급유,10.0,13.7,202.0
VOLKSWAGEN,JETTA_HYBRID,COMPACT,1.4,4.0,AT,고급유,17.9,20.4,122.0
VOLKSWAGEN,PASSAT_TDI,MID_SIZE,2.0,4.0,AT,경유,12.8,17.9,185.0
VOLKSWAGEN,PASSAT,MID_SIZE,3.6,6.0,AT,고급유,8.4,11.8,239.0
VOLKSWAGEN,CC,COMPACT,2.0,4.0,AT,고급유,9.3,13.0,217.0
VOLKSWAGEN,GOLF,COMPACT,2.0,4.0,AT,휘발유,10.5,13.9,198.0
VOLKSWAGEN,GOLF,COMPACT,2.0,4.0,AT,고급유,9.6,12.7,216.0
VOLKSWAGEN,JETTA,COMPACT,2.0,4.0,AT,휘발유,10.2,14.3,201.0
VOLKSWAGEN,JETTA_HYBRID,COMPACT,1.4,4.0,AT,고급유,17.5,20.4,124.0
VOLKSWAGEN,PASSAT,MID_SIZE,3.6,6.0,AT,휘발유,8.4,11.8,243.0
VOLKSWAGEN,GOLF,COMPACT,2.0,4.0,AT,휘발유,10.4,13.9,199.0
VOLKSWAGEN,GOLF,COMPACT,2.0,4.0,AT,고급유,9.6,12.7,216.0
VOLKSWAGEN,GOLF,STATION WAGON ,1.8,4.0,AT,휘발유,9.4,12.5,220.0
VOLKSWAGEN,GOLF,STATION WAGON ,1.8,4.0,AT,휘발유,9.4,12.5,220.0
VOLKSWAGEN,JETTA,COMPACT,1.8,4.0,AT,휘발유,10.6,14.7,193.0
VOLKSWAGEN,PASSAT,MID_SIZE,3.6,6.0,AT,휘발유,8.4,11.8,242.0
VOLKSWAGEN,GOLF,COMPACT,2.0,4.0,AT,휘발유,10.4,13.7,200.0
VOLKSWAGEN,GOLF,COMPACT,2.0,4.0,AT,고급유,9.4,12.5,220.0
VOLKSWAGEN,GOLF,STATION WAGON ,1.8,4.0,AT,휘발유,9.3,12.5,220.0
VOLKSWAGEN,GOLF,STATION WAGON ,1.8,4.0,AT,휘발유,9.3,12.3,224.0
VOLKSWAGEN,PASSAT,MID_SIZE,3.6,6.0,AT,휘발유,8.2,11.8,246.0
VOLKSWAGEN,GOLF,COMPACT,2.0,4.0,AT,휘발유,10.4,13.3,202.0
VOLKSWAGEN,GOLF,COMPACT,2.0,4.0,AT,고급유,9.8,12.7,213.0
VOLKSWAGEN,GOLF,STATION WAGON ,1.8,4.0,AT,휘발유,9.3,12.5,220.0
VOLKSWAGEN,GOLF,STATION WAGON ,1.8,4.0,AT,휘발유,9.3,12.3,224.0
VOLKSWAGEN,JETTA,COMPACT,2.0,4.0,AT,휘발유,10.8,13.9,196.0
VOLKSWAGEN,GOLF,COMPACT,2.0,4.0,AT,휘발유,10.3,13.3,203.0
VOLKSWAGEN,JETTA,COMPACT,2.0,4.0,AT,휘발유,10.8,13.9,196.0
