메이커,모델,스펙,배기량,기통,변속기,연료,CITY연비,HWY연비,CO2배출량
PORSCHE,911,MINICOMPACT,3.8,6.0,AT,고급유,7.9,11.1,253.0
PORSCHE,911,MINICOMPACT,3.4,6.0,AT,고급유,8.6,12.0,232.0
PORSCHE,911,MINICOMPACT,3.8,6.0,AT,고급유,8.3,11.5,244.0
PORSCHE,911,MINICOMPACT,3.8,6.0,AT,고급유,8.1,11.5,246.0
PORSCHE,911,TWO_SEATER,3.8,6.0,AT,고급유,6.3,8.7,322.0
PORSCHE,911,MINICOMPACT,3.8,6.0,AT,고급유,7.3,10.4,274.0
PORSCHE,911,MINICOMPACT,3.8,6.0,AT,고급유,7.3,10.4,274.0
PORSCHE,911,MINICOMPACT,3.8,6.0,AT,고급유,7.3,10.4,274.0
PORSCHE,911,MINICOMPACT,3.8,6.0,AT,고급유,7.3,10.4,274.0
PORSCHE,BOXSTER,TWO_SEATER,2.7,6.0,AT,고급유,9.3,13.5,212.0
PORSCHE,BOXSTER,TWO_SEATER,3.4,6.0,AT,고급유,8.8,12.7,225.0
PORSCHE,CAYENNE,SUV ,3.6,6.0,AT,고급유,7.1,9.8,290.0
PORSCHE,CAYENNE,SUV ,3.0,6.0,AT,경유,8.5,12.3,277.0
PORSCHE,CAYENNE,SUV ,4.8,8.0,AT,고급유,6.0,8.7,338.0
PORSCHE,CAYENNE,SUV ,4.8,8.0,AT,고급유,6.5,9.3,310.0
PORSCHE,CAYENNE,SUV ,3.0,6.0,AT,고급유,8.5,10.1,251.0
PORSCHE,CAYENNE,SUV ,4.8,8.0,AT,고급유,6.1,9.1,326.0
PORSCHE,CAYENNE,SUV ,4.8,8.0,AT,고급유,5.6,8.4,358.0
PORSCHE,CAYMAN,TWO_SEATER,2.7,6.0,AT,고급유,9.3,13.5,212.0
PORSCHE,CAYMAN,TWO_SEATER,3.4,6.0,AT,고급유,8.8,12.7,225.0
PORSCHE,PANAMERA,FULL_SIZE,3.6,6.0,AT,고급유,7.8,11.9,251.0
PORSCHE,PANAMERA,FULL_SIZE,3.6,6.0,AT,고급유,7.6,11.5,255.0
PORSCHE,PANAMERA,FULL_SIZE,3.0,6.0,AT,고급유,7.5,11.4,260.0
PORSCHE,PANAMERA,FULL_SIZE,3.0,6.0,AT,고급유,7.3,11.2,264.0
PORSCHE,PANAMERA,FULL_SIZE,4.8,8.0,AT,고급유,6.6,10.3,292.0
PORSCHE,PANAMERA,FULL_SIZE,3.0,6.0,AT,고급유,7.5,11.4,260.0
PORSCHE,PANAMERA,FULL_SIZE,4.8,8.0,AT,고급유,6.5,10.3,294.0
PORSCHE,PANAMERA,FULL_SIZE,4.8,8.0,AT,고급유,6.5,10.2,297.0
PORSCHE,911,MINICOMPACT,3.4,6.0,AT,고급유,8.6,11.9,232.0
PORSCHE,911,MINICOMPACT,3.4,6.0,AT,고급유,8.7,12.0,232.0
PORSCHE,911,MINICOMPACT,3.4,6.0,AT,고급유,8.6,11.8,235.0
PORSCHE,911,MINICOMPACT,3.4,6.0,AT,고급유,8.4,11.5,242.0
PORSCHE,911,MINICOMPACT,3.8,6.0,AT,고급유,7.9,10.9,255.0
PORSCHE,911,MINICOMPACT,3.8,6.0,AT,고급유,7.6,10.6,262.0
PORSCHE,911,MINICOMPACT,3.8,6.0,AT,고급유,8.2,11.2,246.0
PORSCHE,911,MINICOMPACT,3.8,6.0,AT,고급유,8.0,11.1,253.0
PORSCHE,911,MINICOMPACT,3.8,6.0,AT,고급유,7.9,11.1,253.0
PORSCHE,911,MINICOMPACT,3.8,6.0,AT,고급유,7.9,10.9,255.0
PORSCHE,911,MINICOMPACT,3.8,6.0,AT,고급유,8.4,115.0,242.0
PORSCHE,911,MINICOMPACT,3.8,6.0,AT,고급유,8.2,115.0,244.0
PORSCHE,911,TWO_SEATER,3.8,6.0,AT,고급유,6.3,8.7,322.0
PORSCHE,911,MINICOMPACT,3.4,6.0,AT,고급유,8.1,11.2,248.0
PORSCHE,911,MINICOMPACT,3.8,6.0,AT,고급유,7.8,10.8,258.0
PORSCHE,911,MINICOMPACT,3.8,6.0,AT,고급유,7.3,10.4,274.0
PORSCHE,911,MINICOMPACT,3.8,6.0,AT,고급유,7.3,10.4,274.0
PORSCHE,911,MINICOMPACT,3.8,6.0,AT,고급유,7.3,10.4,274.0
PORSCHE,911,MINICOMPACT,3.8,6.0,AT,고급유,7.3,10.4,274.0
PORSCHE,BOXSTER,TWO_SEATER,2.7,6.0,AT,고급유,9.3,13.5,212.0
PORSCHE,BOXSTER,TWO_SEATER,3.4,6.0,AT,고급유,9.2,13.0,218.0
PORSCHE,BOXSTER,TWO_SEATER,3.4,6.0,AT,고급유,8.8,12.7,225.0
PORSCHE,CAYENNE,SUV ,3.0,6.0,AT,경유,8.5,12.3,277.0
PORSCHE,CAYENNE,SUV ,3.6,6.0,AT,고급유,7.0,10.4,286.0
PORSCHE,CAYENNE,SUV ,4.8,8.0,AT,고급유,6.0,8.9,327.0
PORSCHE,CAYMAN,TWO_SEATER,2.7,6.0,AT,고급유,9.3,13.5,212.0
PORSCHE,CAYMAN,TWO_SEATER,3.4,6.0,AT,고급유,9.2,13.0,218.0
PORSCHE,CAYMAN,TWO_SEATER,3.4,6.0,AT,고급유,8.8,12.7,225.0
PORSCHE,MACAN,SUV ,3.0,6.0,AT,고급유,7.3,9.7,281.0
PORSCHE,MACAN,SUV ,3.6,6.0,AT,고급유,7.0,9.9,283.0
PORSCHE,PANAMERA,FULL_SIZE,3.6,6.0,AT,고급유,7.8,11.9,251.0
PORSCHE,PANAMERA,FULL_SIZE,3.6,6.0,AT,고급유,7.6,11.5,255.0
PORSCHE,PANAMERA,FULL_SIZE,3.0,6.0,AT,고급유,7.5,11.4,262.0
PORSCHE,PANAMERA,FULL_SIZE,3.0,6.0,AT,고급유,7.3,11.2,264.0
PORSCHE,PANAMERA,FULL_SIZE,4.8,8.0,AT,고급유,6.6,10.3,292.0
PORSCHE,PANAMERA,FULL_SIZE,3.0,6.0,AT,고급유,7.5,11.4,262.0
PORSCHE,PANAMERA,FULL_SIZE,4.8,8.0,AT,고급유,6.5,10.3,294.0
PORSCHE,PANAMERA,FULL_SIZE,4.8,8.0,AT,고급유,6.5,10.2,297.0
PORSCHE,PANAMERA,FULL_SIZE,4.8,8.0,AT,고급유,6.5,10.3,294.0
PORSCHE,PANAMERA,FULL_SIZE,4.8,8.0,AT,고급유,6.5,10.2,297.0
PORSCHE,911,MINICOMPACT,3.4,6.0,AT,고급유,8.6,11.9,238.0
PORSCHE,911,MINICOMPACT,3.4,6.0,AT,고급유,8.7,11.9,236.0
PORSCHE,911,MINICOMPACT,3.8,6.0,AT,고급유,7.9,11.1,259.0
PORSCHE,911,MINICOMPACT,3.8,6.0,AT,고급유,7.9,10.9,260.0
PORSCHE,911,MINICOMPACT,3.8,6.0,AT,고급유,8.4,11.5,245.0
PORSCHE,911,MINICOMPACT,3.8,6.0,AT,고급유,8.2,11.5,250.0
PORSCHE,911,MINICOMPACT,3.4,6.0,AT,고급유,8.5,11.8,240.0
PORSCHE,911,MINICOMPACT,3.4,6.0,AT,고급유,8.4,11.4,246.0
PORSCHE,911,MINICOMPACT,3.8,6.0,AT,고급유,7.9,10.9,260.0
PORSCHE,911,MINICOMPACT,3.8,6.0,AT,고급유,7.6,10.6,268.0
PORSCHE,911,MINICOMPACT,3.8,6.0,AT,고급유,8.2,11.2,251.0
PORSCHE,911,MINICOMPACT,3.8,6.0,AT,고급유,8.0,11.0,257.0
PORSCHE,911,TWO_SEATER,3.8,6.0,AT,고급유,6.3,8.7,329.0
PORSCHE,911,TWO_SEATER,4.0,6.0,AT,고급유,6.1,8.5,334.0
PORSCHE,911,MINICOMPACT,3.4,6.0,AT,고급유,8.1,11.2,253.0
PORSCHE,911,MINICOMPACT,3.8,6.0,AT,고급유,7.8,10.8,260.0
PORSCHE,911,MINICOMPACT,3.8,6.0,AT,고급유,7.3,10.4,278.0
PORSCHE,911,MINICOMPACT,3.8,6.0,AT,고급유,7.3,10.4,278.0
PORSCHE,911,MINICOMPACT,3.8,6.0,AT,고급유,7.3,10.4,278.0
PORSCHE,911,MINICOMPACT,3.8,6.0,AT,고급유,7.3,10.4,278.0
PORSCHE,BOXSTER,TWO_SEATER,2.7,6.0,AT,고급유,9.3,13.5,217.0
PORSCHE,BOXSTER,TWO_SEATER,3.4,6.0,AT,고급유,9.2,13.0,222.0
PORSCHE,BOXSTER,TWO_SEATER,3.4,6.0,AT,고급유,8.8,12.7,230.0
PORSCHE,CAYENNE,SUV ,3.6,6.0,AT,고급유,7.4,10.3,277.0
PORSCHE,CAYENNE,SUV ,3.0,6.0,AT,경유,8.9,11.9,270.0
PORSCHE,CAYENNE,SUV ,3.6,6.0,AT,고급유,6.8,9.6,300.0
PORSCHE,CAYENNE,SUV ,3.6,6.0,AT,고급유,7.0,10.4,286.0
PORSCHE,CAYENNE,SUV ,4.8,8.0,AT,고급유,6.0,8.9,334.0
PORSCHE,CAYENNE,SUV ,4.8,8.0,AT,고급유,5.9,8.9,336.0
PORSCHE,CAYMAN,TWO_SEATER,2.7,6.0,AT,고급유,9.3,13.5,217.0
PORSCHE,CAYMAN,TWO_SEATER,3.4,6.0,AT,고급유,9.2,13.0,222.0
PORSCHE,CAYMAN,TWO_SEATER,3.4,6.0,AT,고급유,8.8,12.7,230.0
PORSCHE,MACAN,SUV ,3.0,6.0,AT,고급유,7.3,9.7,285.0
PORSCHE,MACAN,SUV ,3.6,6.0,AT,고급유,7.0,9.9,287.0
PORSCHE,PANAMERA,FULL_SIZE,3.6,6.0,AT,고급유,7.8,11.9,255.0
PORSCHE,PANAMERA,FULL_SIZE,4.8,8.0,AT,고급유,6.6,10.3,298.0
PORSCHE,PANAMERA,FULL_SIZE,3.0,6.0,AT,고급유,7.5,11.4,267.0
PORSCHE,PANAMERA,FULL_SIZE,3.6,6.0,AT,고급유,7.6,11.5,262.0
PORSCHE,PANAMERA,FULL_SIZE,3.0,6.0,AT,고급유,7.5,11.4,267.0
PORSCHE,PANAMERA,FULL_SIZE,3.0,6.0,AT,고급유,7.3,11.2,271.0
PORSCHE,PANAMERA,FULL_SIZE,4.8,8.0,AT,고급유,6.5,10.3,300.0
PORSCHE,PANAMERA,FULL_SIZE,4.8,8.0,AT,고급유,6.5,10.2,303.0
PORSCHE,PANAMERA,FULL_SIZE,4.8,8.0,AT,고급유,6.5,10.3,300.0
PORSCHE,PANAMERA,FULL_SIZE,4.8,8.0,AT,고급유,6.5,10.2,303.0
PORSCHE,911,MINICOMPACT,3.0,6.0,AT,고급유,9.4,12.5,221.0
PORSCHE,911,MINICOMPACT,3.0,6.0,AT,고급유,9.3,12.0,227.0
PORSCHE,911,MINICOMPACT,3.0,6.0,AT,고급유,9.3,12.0,226.0
PORSCHE,911,MINICOMPACT,3.0,6.0,AT,고급유,9.3,11.9,228.0
PORSCHE,911,MINICOMPACT,3.0,6.0,AT,고급유,9.3,12.0,225.0
PORSCHE,911,MINICOMPACT,3.0,6.0,AT,고급유,9.1,11.9,230.0
PORSCHE,911,MINICOMPACT,3.0,6.0,AT,고급유,9.1,11.8,232.0
PORSCHE,911,MINICOMPACT,3.0,6.0,AT,고급유,9.2,11.8,231.0
PORSCHE,911,MINICOMPACT,3.0,6.0,AT,고급유,9.2,11.9,228.0
PORSCHE,911,MINICOMPACT,3.0,6.0,AT,고급유,9.0,11.6,233.0
PORSCHE,911,MINICOMPACT,3.8,6.0,AT,고급유,7.9,10.1,266.0
PORSCHE,911,MINICOMPACT,3.8,6.0,AT,고급유,7.9,10.1,267.0
PORSCHE,911,MINICOMPACT,3.8,6.0,AT,고급유,7.9,10.1,266.0
PORSCHE,911,MINICOMPACT,3.8,6.0,AT,고급유,7.9,10.1,267.0
PORSCHE,BOXSTER,TWO_SEATER,2.0,4.0,AT,고급유,9.5,12.5,219.0
PORSCHE,BOXSTER,TWO_SEATER,2.5,4.0,AT,고급유,9.1,11.9,230.0
PORSCHE,CAYENNE,SUV ,3.6,6.0,AT,고급유,7.8,10.3,268.0
PORSCHE,CAYENNE,SUV ,3.6,6.0,AT,고급유,7.4,9.8,281.0
PORSCHE,CAYENNE,SUV ,3.6,6.0,AT,고급유,7.2,10.4,281.0
PORSCHE,CAYENNE,SUV ,3.6,6.0,AT,고급유,6.9,9.6,296.0
PORSCHE,CAYENNE,SUV ,4.8,8.0,AT,고급유,6.0,8.9,334.0
PORSCHE,CAYENNE,SUV ,4.8,8.0,AT,고급유,6.0,8.9,334.0
PORSCHE,CAYMAN,TWO_SEATER,2.0,4.0,AT,고급유,9.5,12.5,219.0
PORSCHE,CAYMAN,TWO_SEATER,2.5,4.0,AT,고급유,9.1,11.9,230.0
PORSCHE,MACAN,SUV ,2.0,4.0,AT,고급유,8.6,10.8,248.0
PORSCHE,MACAN,SUV ,3.0,6.0,AT,고급유,7.3,9.7,285.0
PORSCHE,MACAN,SUV ,3.0,6.0,AT,고급유,7.2,9.7,287.0
PORSCHE,MACAN,SUV ,3.6,6.0,AT,고급유,7.0,9.9,287.0
PORSCHE,911,MINICOMPACT,3.0,6.0,AT,고급유,9.4,12.5,221.0
PORSCHE,911,MINICOMPACT,3.0,6.0,AT,고급유,9.3,12.0,227.0
PORSCHE,911,MINICOMPACT,3.0,6.0,AT,고급유,8.7,11.0,243.0
PORSCHE,911,MINICOMPACT,3.0,6.0,AT,고급유,8.5,10.9,249.0
PORSCHE,911,MINICOMPACT,3.0,6.0,AT,고급유,9.3,12.0,226.0
PORSCHE,911,MINICOMPACT,3.0,6.0,AT,배터리,9.3,11.9,228.0
PORSCHE,911,MINICOMPACT,3.0,6.0,AT,배터리,9.3,12.0,225.0
PORSCHE,911,MINICOMPACT,3.0,6.0,AT,고급유,9.1,11.9,230.0
PORSCHE,911,MINICOMPACT,3.0,6.0,AT,고급유,8.5,10.9,248.0
PORSCHE,911,MINICOMPACT,3.0,6.0,AT,고급유,8.4,10.8,250.0
PORSCHE,911,MINICOMPACT,3.0,6.0,AT,고급유,9.1,11.8,232.0
PORSCHE,911,MINICOMPACT,3.0,6.0,AT,고급유,9.2,11.8,231.0
PORSCHE,911,TWO_SEATER,4.0,6.0,AT,고급유,6.3,8.6,324.0
PORSCHE,911,MINICOMPACT,3.0,6.0,AT,고급유,9.2,11.9,228.0
PORSCHE,911,MINICOMPACT,3.0,6.0,AT,고급유,8.3,10.9,251.0
PORSCHE,911,MINICOMPACT,3.0,6.0,AT,고급유,9.0,11.6,233.0
PORSCHE,911,MINICOMPACT,3.8,6.0,AT,고급유,7.9,10.1,266.0
PORSCHE,911,MINICOMPACT,3.8,6.0,AT,고급유,7.9,10.1,267.0
PORSCHE,911,MINICOMPACT,3.8,6.0,AT,고급유,7.9,10.1,266.0
PORSCHE,911,MINICOMPACT,3.8,6.0,AT,고급유,7.9,10.1,267.0
PORSCHE,911,MINICOMPACT,3.8,6.0,AT,고급유,7.2,9.7,285.0
PORSCHE,BOXSTER,TWO_SEATER,2.0,4.0,AT,고급유,9.5,12.5,219.0
PORSCHE,BOXSTER,TWO_SEATER,2.5,4.0,AT,고급유,8.5,10.9,249.0
PORSCHE,BOXSTER,TWO_SEATER,2.5,4.0,AT,고급유,9.1,11.9,230.0
PORSCHE,CAYENNE,SUV ,3.6,6.0,AT,고급유,7.8,10.3,268.0
PORSCHE,CAYENNE,SUV ,3.6,6.0,AT,고급유,6.9,9.6,296.0
PORSCHE,CAYENNE,SUV ,3.6,6.0,AT,고급유,7.4,9.8,281.0
PORSCHE,CAYENNE,SUV ,3.6,6.0,AT,고급유,7.2,10.4,281.0
PORSCHE,CAYENNE,SUV ,4.8,8.0,AT,고급유,6.0,8.9,334.0
PORSCHE,CAYENNE,SUV ,4.8,8.0,AT,고급유,6.0,8.9,334.0
PORSCHE,CAYMAN,TWO_SEATER,2.0,4.0,AT,고급유,9.5,12.5,219.0
PORSCHE,CAYMAN,TWO_SEATER,2.5,4.0,AT,고급유,8.5,10.9,249.0
PORSCHE,CAYMAN,TWO_SEATER,2.5,4.0,AT,고급유,9.1,11.9,230.0
PORSCHE,MACAN,SUV ,2.0,4.0,AT,고급유,8.6,10.8,248.0
PORSCHE,MACAN,SUV ,3.0,6.0,AT,고급유,7.2,9.7,287.0
PORSCHE,MACAN,SUV ,3.0,6.0,AT,고급유,7.3,9.7,285.0
PORSCHE,MACAN,SUV ,3.6,6.0,AT,고급유,7.0,9.9,287.0
PORSCHE,MACAN,SUV ,3.6,6.0,AT,고급유,7.1,9.9,286.0
PORSCHE,PANAMERA,FULL_SIZE,3.0,6.0,AT,고급유,9.1,12.0,229.0
PORSCHE,PANAMERA,FULL_SIZE,3.0,6.0,AT,고급유,8.8,11.6,235.0
PORSCHE,PANAMERA,FULL_SIZE,3.0,6.0,AT,고급유,8.8,11.6,235.0
PORSCHE,PANAMERA,FULL_SIZE,3.0,6.0,AT,고급유,8.7,11.1,242.0
PORSCHE,PANAMERA,FULL_SIZE,2.9,6.0,AT,고급유,8.8,11.8,235.0
PORSCHE,PANAMERA,FULL_SIZE,2.9,6.0,AT,고급유,8.8,11.8,235.0
PORSCHE,PANAMERA,FULL_SIZE,2.9,6.0,AT,고급유,8.3,11.1,249.0
PORSCHE,PANAMERA,FULL_SIZE,4.0,8.0,AT,고급유,7.8,10.9,261.0
PORSCHE,PANAMERA,FULL_SIZE,4.0,8.0,AT,고급유,7.8,10.9,261.0
PORSCHE,PANAMERA,FULL_SIZE,4.0,8.0,AT,고급유,7.5,9.9,279.0
PORSCHE,911,MINICOMPACT,3.0,6.0,AT,고급유,9.4,12.5,221.0
PORSCHE,911,MINICOMPACT,3.0,6.0,AT,고급유,9.3,12.0,227.0
PORSCHE,911,MINICOMPACT,3.0,6.0,AT,고급유,8.7,11.0,243.0
PORSCHE,911,MINICOMPACT,3.0,6.0,AT,고급유,8.5,10.9,249.0
PORSCHE,911,MINICOMPACT,3.0,6.0,AT,고급유,9.3,12.0,226.0
PORSCHE,911,MINICOMPACT,3.0,6.0,AT,고급유,9.3,11.9,228.0
PORSCHE,911,MINICOMPACT,3.0,6.0,AT,고급유,8.4,11.0,248.0
PORSCHE,911,MINICOMPACT,3.0,6.0,AT,고급유,9.3,12.0,225.0
PORSCHE,911,MINICOMPACT,3.0,6.0,AT,고급유,9.1,11.9,230.0
PORSCHE,911,MINICOMPACT,3.0,6.0,AT,고급유,8.5,10.9,248.0
PORSCHE,911,MINICOMPACT,3.0,6.0,AT,고급유,8.4,10.8,250.0
PORSCHE,911,MINICOMPACT,3.0,6.0,AT,고급유,9.0,11.8,232.0
PORSCHE,911,MINICOMPACT,3.0,6.0,AT,고급유,9.1,11.8,231.0
PORSCHE,911,TWO_SEATER,3.8,6.0,AT,고급유,6.5,8.9,315.0
PORSCHE,911,TWO_SEATER,4.0,6.0,AT,고급유,6.3,8.5,324.0
PORSCHE,911,TWO_SEATER,4.0,6.0,AT,고급유,6.2,8.2,335.0
PORSCHE,911,MINICOMPACT,3.0,6.0,AT,고급유,9.2,11.9,228.0
PORSCHE,911,MINICOMPACT,3.0,6.0,AT,고급유,8.3,10.9,251.0
PORSCHE,911,MINICOMPACT,3.0,6.0,AT,고급유,9.0,11.6,233.0
PORSCHE,911,MINICOMPACT,3.8,6.0,AT,고급유,7.9,10.1,266.0
PORSCHE,911,MINICOMPACT,3.8,6.0,AT,고급유,7.9,10.1,267.0
PORSCHE,911,MINICOMPACT,3.8,6.0,AT,고급유,7.9,10.1,266.0
PORSCHE,911,MINICOMPACT,3.8,6.0,AT,고급유,7.9,10.1,267.0
PORSCHE,911,MINICOMPACT,3.8,6.0,AT,고급유,7.0,9.2,297.0
PORSCHE,BOXSTER,TWO_SEATER,2.0,4.0,AT,고급유,9.5,12.5,219.0
PORSCHE,BOXSTER,TWO_SEATER,2.5,4.0,AT,고급유,8.5,10.9,249.0
PORSCHE,BOXSTER,TWO_SEATER,2.5,4.0,AT,고급유,9.0,11.9,231.0
PORSCHE,CAYMAN,TWO_SEATER,2.0,4.0,AT,고급유,9.5,12.5,219.0
PORSCHE,CAYMAN,TWO_SEATER,2.5,4.0,AT,고급유,8.5,10.9,249.0
PORSCHE,CAYMAN,TWO_SEATER,2.5,4.0,AT,고급유,9.0,11.9,231.0
PORSCHE,MACAN,SUV ,2.0,4.0,AT,고급유,8.2,9.8,264.0
PORSCHE,MACAN,SUV ,3.0,6.0,AT,고급유,7.8,9.8,272.0
PORSCHE,PANAMERA,FULL_SIZE,3.0,6.0,AT,고급유,8.1,11.5,250.0
PORSCHE,PANAMERA,FULL_SIZE,3.0,6.0,AT,고급유,8.1,11.1,253.0
PORSCHE,PANAMERA,FULL_SIZE,3.0,6.0,AT,고급유,8.1,11.1,253.0
PORSCHE,PANAMERA,FULL_SIZE,3.0,6.0,AT,고급유,8.2,11.2,250.0
PORSCHE,PANAMERA,FULL_SIZE,2.9,6.0,AT,고급유,7.6,11.2,261.0
PORSCHE,PANAMERA,FULL_SIZE,2.9,6.0,AT,고급유,7.6,11.2,261.0
PORSCHE,PANAMERA,FULL_SIZE,2.9,6.0,AT,고급유,7.6,10.2,273.0
PORSCHE,PANAMERA,FULL_SIZE,4.0,8.0,AT,고급유,6.9,9.8,295.0
PORSCHE,PANAMERA,FULL_SIZE,4.0,8.0,AT,고급유,6.4,9.5,313.0
PORSCHE,PANAMERA,FULL_SIZE,4.0,8.0,AT,고급유,7.8,10.9,261.0
PORSCHE,PANAMERA,FULL_SIZE,4.0,8.0,AT,고급유,7.8,10.9,261.0
PORSCHE,PANAMERA,FULL_SIZE,4.0,8.0,AT,고급유,7.5,9.9,279.0
PORSCHE,911,MINICOMPACT,3.0,6.0,AT,고급유,7.6,10.3,271.0
PORSCHE,911,MINICOMPACT,3.0,6.0,AT,고급유,7.9,9.8,272.0
PORSCHE,911,MINICOMPACT,3.0,6.0,AT,고급유,7.6,9.8,277.0
PORSCHE,911,MINICOMPACT,3.0,6.0,AT,고급유,7.6,9.8,277.0
PORSCHE,MACAN,SUV ,2.0,4.0,AT,고급유,8.2,9.8,264.0
PORSCHE,MACAN,SUV ,3.0,6.0,AT,고급유,7.8,9.8,272.0
PORSCHE,PANAMERA,FULL_SIZE,3.0,6.0,AT,고급유,8.1,11.5,250.0
PORSCHE,PANAMERA,FULL_SIZE,3.0,6.0,AT,고급유,8.1,11.1,253.0
PORSCHE,PANAMERA,FULL_SIZE,3.0,6.0,AT,고급유,8.1,11.1,253.0
PORSCHE,PANAMERA,FULL_SIZE,3.0,6.0,AT,고급유,8.2,11.2,250.0
PORSCHE,PANAMERA,FULL_SIZE,2.9,6.0,AT,고급유,7.6,11.2,261.0
PORSCHE,PANAMERA,FULL_SIZE,2.9,6.0,AT,고급유,7.6,11.2,261.0
PORSCHE,PANAMERA,FULL_SIZE,2.9,6.0,AT,고급유,7.6,10.2,273.0
PORSCHE,PANAMERA,FULL_SIZE,4.0,8.0,AT,고급유,6.9,9.8,295.0
PORSCHE,PANAMERA,FULL_SIZE,4.0,8.0,AT,고급유,6.4,9.5,313.0
PORSCHE,PANAMERA,FULL_SIZE,4.0,8.0,AT,고급유,7.8,10.9,261.0
PORSCHE,PANAMERA,FULL_SIZE,4.0,8.0,AT,고급유,7.8,10.9,261.0
PORSCHE,PANAMERA,FULL_SIZE,4.0,8.0,AT,고급유,7.5,9.9,279.0
RAM,1500 FFV,PICKUP TRUCK - STANDARD,3.6,6.0,AT,에탄올,5.15,7.35,279.0
RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6.0,AT,에탄올,4.88,6.9,296.0
RAM,1500 FFV,PICKUP TRUCK - STANDARD,3.6,6.0,AT,에탄올,5.08,7.25,283.0
RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6.0,AT,에탄올,4.83,6.8,300.0
RAM,1500 FFV,PICKUP TRUCK - STANDARD,3.6,6.0,AT,에탄올,5.08,7.25,283.0
RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6.0,AT,에탄올,4.83,6.8,300.0
RAM,1500 Classic FFV,PICKUP TRUCK - STANDARD,3.6,6.0,AT,에탄올,5.08,7.25,283.0
RAM,1500 Classic 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6.0,AT,에탄올,4.83,6.8,300.0
TOYOTA,COROLLA,MID_SIZE,1.8,4.0,AT,휘발유,11.6,15.4,177.0
TOYOTA,COROLLA,STATION WAGON ,1.8,4.0,AT,휘발유,10.6,13.3,196.0
TOYOTA,FJ,SUV ,4.0,6.0,AT,휘발유,7.0,8.9,297.0
TOYOTA,TACOMA,PICKUP TRUCK ,2.7,4.0,AT,휘발유,8.2,10.8,251.0
TOYOTA,TACOMA,PICKUP TRUCK ,2.7,4.0,AT,휘발유,7.6,9.5,274.0
TOYOTA,TACOMA,PICKUP TRUCK ,4.0,6.0,AT,휘발유,6.8,8.7,306.0
TOYOTA,YARIS,COMPACT,1.5,4.0,AT,휘발유,12.7,15.2,168.0
TOYOTA,COROLLA,MID_SIZE,1.8,4.0,AT,휘발유,11.6,15.4,175.0
TOYOTA,TACOMA,PICKUP TRUCK ,2.7,4.0,AT,휘발유,8.2,10.1,258.0
TOYOTA,TACOMA,PICKUP TRUCK ,2.7,4.0,AT,휘발유,7.6,8.8,283.0
TOYOTA,TACOMA,PICKUP TRUCK ,4.0,6.0,AT,휘발유,6.8,8.6,308.0
TOYOTA,YARIS,COMPACT,1.5,4.0,AT,휘발유,12.8,15.2,168.0
TOYOTA,COROLLA,MID_SIZE,1.8,4.0,AT,휘발유,11.6,15.4,179.0
TOYOTA,YARIS,COMPACT,1.5,4.0,AT,휘발유,12.8,15.2,170.0
TOYOTA,YARIS,COMPACT,1.5,4.0,AT,휘발유,12.7,14.7,173.0
TOYOTA,YARIS,COMPACT,1.5,4.0,AT,휘발유,12.7,14.7,173.0
TOYOTA,YARIS,COMPACT,1.5,4.0,AT,휘발유,12.7,14.7,173.0
VOLKSWAGEN,BEETLE,COMPACT,1.8,4.0,AT,휘발유,10.5,13.9,196.0
VOLKSWAGEN,BEETLE,COMPACT,2.0,4.0,AT,고급유,9.7,13.0,209.0
VOLKSWAGEN,BEETLE,COMPACT,2.5,5.0,AT,휘발유,9.2,11.9,225.0
VOLKSWAGEN,BEETLE_TDI,COMPACT,2.0,4.0,AT,경유,11.9,16.9,200.0
VOLKSWAGEN,BEETLE,SUBCOMPACT,1.8,4.0,AT,휘발유,10.2,13.7,200.0
VOLKSWAGEN,BEETLE,SUBCOMPACT,2.0,4.0,AT,고급유,9.7,12.3,214.0
VOLKSWAGEN,BEETLE,SUBCOMPACT,2.5,5.0,AT,휘발유,8.9,11.5,232.0
VOLKSWAGEN,CC,COMPACT,2.0,4.0,AT,고급유,9.0,12.7,223.0
VOLKSWAGEN,CC,COMPACT,3.6,6.0,AT,고급유,7.0,10.2,283.0
VOLKSWAGEN,EOS,SUBCOMPACT,2.0,4.0,AT,고급유,9.2,12.5,221.0
VOLKSWAGEN,GOLF,STATION WAGON ,2.5,5.0,AT,휘발유,9.1,13.0,218.0
VOLKSWAGEN,GOLF_TDI,STATION WAGON ,2.0,4.0,AT,경유,12.3,15.6,198.0
VOLKSWAGEN,JETTA,COMPACT,1.8,4.0,AT,휘발유,10.5,14.9,189.0
VOLKSWAGEN,JETTA,COMPACT,2.0,4.0,AT,휘발유,9.4,12.5,216.0
VOLKSWAGEN,JETTA_TDI,COMPACT,2.0,4.0,AT,경유,12.3,15.6,198.0
VOLKSWAGEN,JETTA,COMPACT,2.0,4.0,AT,고급유,9.8,13.3,207.0
VOLKSWAGEN,JETTA,COMPACT,1.4,4.0,AT,고급유,17.9,19.2,124.0
