"SLAB번호","정정_장입LT","전저장위치코드","발지야드포인트","스카핑여부","품명","롤단위지정구분","월구분","정정_압연작업지시LT","장입온도"
"SQ66905 521",20,"5GG","5A",0,"BP",,4,9,276
"SQ79650 561",6.2,"3GB","5A",1,"CR",,9,0,297
"SQ56878 031",6.2,"3GB","4C",1,"CR",,1,-2.6,246
"SQ75435 551",3.1,"3GB","4C",1,"FH",,7,-6.7,204
"SQ54352 551",6.9,"3GB","5A",1,"CR",,12,0.6,148
"SQ77162 511",8.5,"3GB","4C",1,"HR",,8,-4.1,239
"SQ65143 031",9.7,"3GB","4C",1,"CR",,4,0.1,161
"SQ52628 531",16.5,"3GB","5A",0,"HR",,11,11.3,299
"SQ52440 031",14.8,"3GB","4C",0,"HR",,11,4.6,289
"SQ73390 011",13.1,"3GB","5A",0,"CR",,7,-0.1,295
"SQ72336 531",14,"3GB","4C",0,"GA","D",6,5.4,299
"SQ62493 021",1.1,"3GB","4C",1,"CR",,3,-5.6,270
"SQ69304 531",9.1,"3GB","4C",1,"HR",,5,-3.7,247
"SQ75597 531",8,"3GB","5A",1,"CR",,8,-2.9,293
"SQ54338 531",15.5,"5GG","5A",0,"CR","B",12,-1.4,298
"SQ77177 511",7,"3GB","4C",1,"CR","F",8,-6.7,165
"SQ56551 041",8.3,"3GB","5A",1,"GA",,1,3.4,279
"SQ61260 011",18.6,"5GG","5A",0,"HGI","F",2,5.8,195
"SQ52635 031",9.9,"3GB","4C",1,"EG","F",11,0.3,297
"SQ52978 521",4.6,"3GB","4C",1,"GI",,11,-5,235
"SQ49075 551",4.7,"3GB","5A",1,"CR",,10,2,180
"SQ63546 011",17.1,"5GG","5A",0,"HGI","F",3,5.1,297
"SQ51546 511",10.2,"3GB","5A",1,"GI",,11,-5.8,237
"SQ64634 531",18.2,"5GG","4C",0,"PO","D",4,7,242
"SQ68066 041",6.4,"5GG","4C",0,"FH",,5,2.4,277
"SQ68356 041",16.4,"5GG","5A",0,"HR","F",5,9.5,297
"SQ64944 021",10.9,"3GB","5A",0,"HGI","F",4,1.7,269
"SQ55275 531",14.2,"3GB","4C",0,"FH",,12,5.4,254
"SQ51760 041",15.6,"3GB","5A",1,"GI","F",11,0.1,211
"SQ71601 031",12.7,"5GG","4C",0,"CR","B",6,3.4,199
"SQ60996 541",5,"3GB","5A",1,"HR","B",2,-1.3,226
"SQ70865 031",12.7,"3GB","4C",1,"HR",,6,7.5,182
"SQ53926 031",14.5,"5GG","4C",0,"GI",,12,0,236
"SQ68162 551",13.8,"5GG","5A",0,"BP",,5,-5.3,251
"SQ61556 531",9.9,"3GB","5A",1,"EG","F",3,-0.7,291
"SQ68655 041",6.5,"3GB","5A",1,"HR",,5,-1,272
"SQ59522 561",17.4,"5GG","5A",0,"HR","B",2,0.6,145
"SQ62357 061",14,"3GB","4C",0,"BP",,3,3,288
"SQ61552 521",4.5,"3GB","5A",1,"CR",,2,-1.9,210
"SQ80192 061",17,"5GG","4C",0,"HR","D",9,10.4,209
"SQ54051 031",5.4,"3GB","5A",1,"EG","F",12,-5,239
"SQ57363 041",17.9,"5GG","5A",0,"GA",,1,3.9,244
"SQ66227 521",19.8,"5GG","4C",0,"PO","F",4,9.8,216
"SQ59035 521",13.6,"3GB","5A",0,"PO","D",2,1.5,194
"SQ65706 021",17.1,"5GG","5A",0,"HGI","F",4,8.5,263
"SP15325 031",20,"5GG","7A",0,"EG","F",6,12.4,263
"SQ50210 521",18.8,"5GG","4C",0,"PO","F",10,6.3,187
"SQ62645 031",13,"3GB","5A",1,"GI","F",3,-2.1,246
"SQ64758 531",16.2,"3GB","5A",0,"CR",,4,9,171
"SQ74979 531",6.4,"3GB","4C",1,"GI","B",7,-2.5,202
"SQ54812 061",16.8,"5GG","5A",0,"HR",,12,10.8,290
"SQ70860 061",12,"3GB","4C",1,"HR",,6,7.1,247
"SQ79688 541",12.7,"3GB","5A",1,"HR","F",9,1.9,232
"SQ49371 011",15.2,"5GG","5A",0,"FH",,10,8.6,201
"SQ54355 521",16.4,"5GG","5A",0,"HR","D",12,9.9,196
"SQ55302 031",18.5,"3GB","4C",0,"PO","D",12,5.9,1255
"SQ62597 041",2.8,"3GB","5A",1,"GI","D",3,1.5,176
"SQ51749 041",17.8,"5GG","4C",0,"HR",,11,2.3,226
"SQ71546 511",11,"3GB","4C",1,"PO","F",6,0.7,192
"SQ54518 011",16.3,"5GG","4C",0,"HR","B",12,3.6,215
"SQ51421 551",14.6,"5GG","5A",0,"PO","D",10,9.6,224
"SQ61264 071",16.6,"5GG","5A",0,"PO","D",2,4.2,243
"SQ60328 511",10,"3GB","5A",1,"GI","F",2,1.1,265
"SQ50031 571",15.2,"5GG","5A",0,"HGI","D",10,-0.9,217
"SQ64739 021",13.5,"3GB","5A",0,"PO","B",4,4.6,273
"SQ67342 551",4.1,"3GB","4C",1,"HR","F",5,-3,178
"SQ54030 021",20,"5GG","4C",0,"PO","D",12,12.4,225
"SQ76487 541",10.4,"3GB","4C",1,"GI","D",8,4.4,273
"SQ67545 531",19.1,"3GB","4C",0,"HR",,5,8,233
"SQ57799 051",14.5,"5GG","4C",0,"HR",,1,2.1,249
"SQ57090 511",12.3,"5GG","5A",0,"FH",,1,3.4,280
"SQ66942 041",5.1,"3GB","4C",1,"CR",,4,-6.8,233
"SQ75398 521",6.5,"3GB","4C",1,"BP",,7,-1.3,202
"SQ60414 521",3.9,"3GB","5A",1,"HR",,2,-7.1,294
"SQ51226 531",12.3,"3GB","4C",1,"GI","F",10,5.3,163
"SQ53092 021",15.3,"3GB","5A",0,"HGI","B",11,5,187
"SQ55279 531",19.8,"5GG","4C",0,"GI",,12,6.6,209
"SQ63751 541",4.3,"3GB","4C",1,"PO","F",3,-4.1,266
"SQ70123 041",3.1,"3GB","5A",1,"HR","B",6,-8.4,296
"SQ73772 011",1.6,"3GB","4C",1,"HGI","D",7,-4.5,260
"SQ71973 551",13.4,"5GG","5A",0,"HR",,6,-0.7,290
"SQ60996 051",5,"3GB","5A",1,"HR","B",2,-1.3,236
"SQ67622 511",9.6,"3GB","5A",1,"HR",,5,-2.4,272
"SQ67396 571",15.4,"3GB","5A",0,"PO","B",5,1.8,264
"SQ62352 551",17.3,"5GG","4C",0,"HGI","F",3,11.7,243
"SQ54379 041",5.5,"3GB","4C",1,"GI","F",12,-4.4,241
"SQ72297 011",4,"3GB","5A",1,"CR","F",6,-3.3,288
"SQ68888 511",8.2,"3GB","5A",1,"CR",,5,-5.5,299
"SQ51380 541",11.6,"5GG","5A",0,"GA",,10,2.7,264
"SQ62805 531",17.5,"5GG","5A",0,"CR",,3,5.5,276
"SQ56209 041",4.2,"3GB","4C",1,"BP",,1,0.9,215
"SQ59101 551",15.2,"5GG","5A",0,"CR",,2,5.9,148
"SQ61641 061",14.8,"5GG","4C",0,"CR",,3,6,250
"SQ51366 081",18,"5GG","4C",0,"PO","G",10,6.4,239
"SQ68306 551",10.9,"3GB","5A",1,"PO","B",5,6.1,189
"SQ74854 031",10.1,"5GG","5A",0,"PO","F",7,1.1,223
"SQ50770 531",16.9,"3GB","5A",0,"HR","D",10,6.2,1255
"SQ54344 031",17.1,"5GG","4C",0,"CR","F",12,10.5,163
"SQ52803 561",16.1,"5GG","5A",0,"FH",,11,6.1,186
"SQ63890 041",13,"5GG","5A",0,"GI","F",3,4.2,195
"SQ80158 521",18.5,"3GB","4C",0,"CR",,9,9.5,266
"SQ69542 521",1,"3GB","4C",1,"HR",,5,-9.5,232
"SQ74802 511",8.6,"3GB","5A",1,"HR","F",7,-5.4,287
"SQ62455 531",12.5,"3GB","4C",0,"FH","D",3,4.2,236
"SQ54438 021",7.8,"3GB","4C",1,"GI",,12,-0.2,2283
"SQ65011 521",7.8,"3GB","4C",1,"HR",,4,-2.3,205
"SQ79650 021",8,"3GB","5A",1,"CR",,9,-0.2,200
"SQ72803 511",18,"5GG","5A",0,"CR",,7,5.3,276
"SQ51610 551",16.1,"3GB","5A",0,"HR",,11,4.7,214
"SQ52689 031",16.4,"3GB","4C",0,"HR",,11,3.9,206
"SQ59078 031",15.9,"3GB","4C",0,"GA","D",2,3.9,191
"SQ54339 021",4.7,"3GB","5A",1,"FH","D",12,-2.1,249
"SQ54984 021",1.9,"3GB","4C",1,"FH","F",12,-4.5,268
"SQ79669 551",7.7,"3GB","4C",1,"GA","F",9,-3.8,299
"SQ65120 021",9.2,"3GB","5A",1,"CR",,4,-1.2,282
"SQ68070 031",16,"3GB","5A",0,"PO","D",5,8.1,297
"SQ63514 581",16.9,"5GG","4C",0,"HR","B",3,8.7,297
"SQ60693 011",17.4,"5GG","5A",0,"HR",,2,5.3,293
"SQ58377 021",2.4,"3GB","5A",1,"HR",,1,-5.7,173
"SQ75972 531",12,"3GB","5A",1,"HR",,8,5.1,230
"SQ52113 021",15.8,"5GG","5A",0,"HR",,11,3.1,287
"SQ66073 061",2.4,"3GB","5A",1,"HR",,4,-6.3,263
"SQ60954 551",1,"3GB","5A",1,"GI",,2,-9.9,290
"SQ51823 041",20,"5GG","5A",0,"HGI","D",11,5.4,282
"SQ66514 031",16.5,"3GB","5A",0,"HR",,4,2.3,223
"SQ63950 521",7.7,"3GB","5A",1,"GI",,3,-3.7,237
"SQ70331 511",20.7,"5GG","5A",0,"HR","D",6,11,289
"SQ68227 051",17.1,"5GG","4C",0,"HR","D",5,7.5,270
"SQ72430 571",18.1,"3GB","4C",1,"PO","F",6,6,133
"SQ74294 031",13.5,"5GG","5A",0,"HR",,7,10.2,173
"SQ74038 051",12,"3GB","5A",1,"CR",,7,7.6,232
"SQ55305 071",17.7,"3GB","4C",0,"PO","D",12,4.9,258
"SQ62973 531",13,"3GB","5A",0,"HR","D",3,0.8,218
"SQ66836 021",16.4,"5GG","5A",0,"GI","F",4,4.1,246
"SQ56202 521",13.9,"5GG","5A",0,"HGI","F",1,10,247
"SQ61556 031",10.4,"3GB","5A",1,"EG","F",3,-0.8,262
"SQ78609 031",12.8,"5GG","4C",1,"CR",,9,1,210
"SQ65414 021",9.3,"3GB","5A",1,"HR","B",4,-2.8,296
"SQ54588 061",17.1,"5GG","4C",0,"HR",,12,9.7,272
"SQ64625 521",18.4,"5GG","5A",0,"BP",,4,8.6,270
"SQ54117 031",13.6,"5GG","5A",0,"HR","B",12,5.9,278
"SQ63528 041",14.4,"5GG","5A",0,"PO","D",3,9.7,286
"SQ57208 511",8.6,"3GB","4C",1,"GI","D",1,1,279
"SQ55416 541",6.2,"5GG","5A",0,"HR",,12,-0.1,288
"SQ58363 011",5.5,"3GB","4C",1,"GA","D",1,-1.2,224
"SQ54592 521",15.3,"5GG","4C",0,"HR",,12,5.9,295
"SQ50824 511",16.7,"5GG","4C",0,"HR",,10,2.4,223
"SQ79944 511",5.5,"3GB","5A",1,"HR",,9,-0.2,229
"SQ59051 571",14.5,"5GG","5A",0,"PO","B",2,0.2,214
"SQ52247 071",17.7,"5GG","4C",0,"PO","B",11,5.3,244
"SQ78217 041",14.1,"5GG","5A",0,"BP",,8,5,183
"SQ59380 511",15.9,"5GG","5A",0,"HR","D",2,10.3,282
"SQ71335 031",15.6,"3GB","4C",0,"GA",,6,11,246
"SQ78163 051",20.4,"5GG","5A",0,"PO","B",8,5.3,293
"SQ60945 511",15.9,"5GG","5A",0,"PO","B",2,4.1,265
"SQ79697 551",12.4,"3GB","5A",1,"CR",,9,0.4,222
"SQ53857 561",15.3,"3GB","5A",0,"HR","B",12,4.2,265
"SQ51656 051",6.9,"3GB","5A",1,"GI","F",11,-1.9,290
"SQ54043 511",2.4,"3GB","5A",1,"GI","D",12,-5.7,293
"SQ64637 111",16.1,"5GG","4C",0,"PO","D",4,5.8,259
"SQ57912 521",14.1,"5GG","5A",0,"HGI","F",1,2.4,272
"SQ57868 521",7.6,"3GB","4C",1,"HR",,1,-4.3,189
"SQ60999 541",15.1,"3GB","5A",0,"HR",,2,5.5,287
"SQ59234 541",7.1,"3GB","4C",1,"GI","F",2,-2.7,288
"SQ56621 021",7.5,"3GB","4C",1,"CR",,1,-5.1,203
"SQ66504 521",20.8,"5GG","5A",0,"HR","D",4,6.2,220
"SQ71333 541",7,"3GB","4C",1,"GI",,6,1.1,2283
"SQ53214 511",8.1,"5GG","5A",1,"GI","F",11,-4.4,227
"SQ51728 561",10.8,"3GB","5A",0,"GI",,11,-4.6,279
"SQ66918 541",13.6,"5GG","5A",0,"BP",,4,1.2,275
"SQ54099 021",17.6,"5GG","5A",0,"FH",,12,11.1,220
"SQ71333 551",6.9,"3GB","4C",1,"GI",,6,1.1,187
"SQ68944 021",9.8,"5GG","5A",0,"CR",,5,-5.9,240
"SQ78078 011",8.6,"3GB","4C",1,"FH","D",8,1.4,289
"SQ72654 511",11.8,"3GB","4C",1,"GI","F",6,2.2,278
"SQ63911 551",17.4,"5GG","5A",0,"HGI","F",3,-0.3,261
"SQ59049 061",14.3,"5GG","5A",0,"PO","B",2,0.8,217
"SQ53841 051",9,"5GG","5A",1,"GI",,12,1.8,44
"SQ68743 521",13.8,"3GB","5A",0,"BP",,5,3.2,253
"SQ51456 021",19.5,"5GG","5A",0,"CR",,10,5.5,226
"SQ65545 531",8.7,"3GB","5A",1,"HR","F",4,-5.9,282
"SQ54005 061",19.5,"3GB","5A",0,"HR","D",12,7.5,231
"SQ77071 041",0.7,"3GB","4C",1,"HR","D",8,-9.2,294
"SQ80388 051",16.5,"5GG","5A",0,"CR",,9,9.1,1255
"SQ59069 511",4.6,"3GB","4C",1,"GI","F",2,-6.7,291
"SQ77167 051",8.6,"3GB","4C",1,"HR","F",8,-4.6,247
"SQ66180 541",20.2,"3GB","5A",0,"PO","D",4,10.3,253
"SQ49832 021",12.2,"3GB","5A",1,"EG","F",10,4,212
"SQ57312 041",15.4,"5GG","5A",0,"HR",,1,5.2,270
"SQ72012 071",3.3,"3GB","4C",1,"HR","F",6,-4.9,200
"SQ51441 521",8,"3GB","4C",1,"EG","F",10,-0.2,264
"SQ51366 561",18.2,"5GG","4C",0,"PO","G",10,6.6,260
"SQ49378 511",18.5,"5GG","5A",0,"FH",,10,9.5,276
"SQ49456 021",15,"5GG","4C",0,"HR",,10,2.5,258
"SQ64045 531",1.1,"3GB","4C",1,"FH","B",3,-6.2,298
"SQ51872 521",17.5,"5GG","4C",0,"HR",,11,6.3,280
"SQ71417 521",8,"3GB","5A",1,"GI",,6,-4,230
"SQ79944 551",7.3,"3GB","5A",1,"HR","F",9,3.6,240
"SQ50564 581",11.5,"5GG","5A",0,"HR",,10,-1.8,291
"SQ79444 531",13.7,"5GG","5A",0,"HGI","D",9,3.2,271
"SQ52638 051",15.7,"5GG","4C",0,"CR","F",11,8.4,296
"SQ56498 521",16.8,"3GB","5A",0,"HR",,1,6.3,253
"SQ53209 561",11.5,"3GB","5A",1,"GI","F",11,-0.7,296
"SQ59384 511",6.2,"3GB","5A",1,"HR",,2,2.2,285
"SQ69539 551",1.6,"3GB","4C",1,"HR",,5,-8.6,222
"SQ54212 561",8.1,"3GB","4C",1,"EG","F",12,-1.6,223
"SQ70162 051",6,"3GB","5A",1,"HR","F",6,-0.8,257
"SQ51590 531",20,"5GG","4C",0,"PO","B",11,10.7,287
"SQ62142 011",12.9,"5GG","5A",0,"HR","D",3,0.4,299
"SQ75899 011",9.2,"3GB","5A",1,"GI","B",8,2.6,214
"SQ65492 041",9.4,"3GB","4C",1,"HR",,4,-0.8,257
"SQ63890 031",6.5,"3GB","5A",1,"GI","F",3,-5,220
"SQ49456 041",14.7,"3GB","4C",0,"HR",,10,2.2,254
"SQ80058 511",17.9,"5GG","5A",0,"HR",,9,12.8,143
"SQ71433 521",17.9,"5GG","4C",0,"HR",,6,4.8,282
"SQ62365 531",18.2,"5GG","4C",0,"HR","F",3,8.7,268
"SQ56472 061",16.1,"3GB","4C",0,"PO","G",1,0.7,287
"SQ66618 031",16.9,"5GG","5A",0,"HR",,4,11.9,286
"SQ77402 541",6.2,"3GB","4C",1,"CR",,8,1.1,2283
"SQ73359 541",18.6,"5GG","5A",0,"HR","D",7,5.4,296
"SQ51168 031",13.4,"5GG","4C",0,"HR","D",10,7.3,269
"SQ55669 531",14.4,"5GG","5A",0,"HR",,12,2.5,266
"SQ64090 531",17.4,"3GB","4C",0,"HGI","D",3,8.5,280
"SQ58060 541",13,"3GB","4C",1,"HR",,1,5.5,276
"SQ76892 041",7.3,"3GB","4C",1,"GI","F",8,-6.3,296
"SQ53135 041",13.6,"3GB","4C",1,"CR",,11,5.5,281
"SQ57349 041",6.5,"3GB","5A",1,"HR",,1,-6.5,214
"SQ57587 531",17.3,"5GG","5A",0,"HR",,1,8.5,167
"SQ58018 511",14.9,"3GB","4C",0,"GA",,1,10.4,206
"SQ78175 031",12.1,"3GB","5A",1,"PosMAC","B",8,0.2,258
"SQ75069 521",14.9,"5GG","5A",0,"HGI","F",7,5,272
"SQ75435 531",16.4,"3GB","4C",0,"GA",,7,6.3,278
"SQ54674 031",20.3,"5GG","5A",0,"HR","D",12,9.9,277
"SQ55142 521",5.2,"3GB","5A",1,"HR",,12,-9.1,164
"SQ57560 031",15.1,"3GB","4C",1,"HGI","F",1,0,254
"SQ50239 521",9.3,"3GB","4C",1,"GI","D",10,2.5,163
"SQ68194 531",18.9,"3GB","4C",0,"GI",,5,7.8,173
"SQ57235 561",17,"3GB","4C",0,"PO","D",1,7.5,285
"SQ64770 071",13.4,"5GG","5A",0,"BP",,4,7.8,282
"SQ61589 541",1.4,"3GB","5A",1,"HR","B",3,-6.5,268
"SQ71536 521",4,"3GB","4C",1,"HR","F",6,-1.5,291
"SQ72290 551",18.2,"3GB","4C",0,"CR",,6,11.3,207
"SQ60954 041",0.9,"3GB","5A",1,"GI",,2,-9.9,288
"SQ51644 531",20.9,"5GG","4C",0,"HR","F",11,9.2,227
"SQ64931 071",8,"3GB","5A",1,"CR",,4,1,263
"SQ71423 031",6.1,"3GB","5A",1,"HR","F",6,-4.2,289
"SQ76557 021",17.5,"3GB","5A",0,"PO","D",8,9.8,258
"SQ55503 021",1.5,"3GB","5A",1,"CR",,12,-10.1,294
"SQ58571 541",18,"3GB","4C",0,"CR",,1,11.3,140
"SQ73228 541",9.8,"3GB","5A",1,"CR",,7,-1.2,220
"SQ53574 511",20.1,"3GB","5A",0,"PO","G",11,9.3,273
"SQ72338 551",13.2,"5GG","4C",0,"GI","D",6,4.5,294
"SQ77953 041",9.3,"3GB","5A",1,"CR",,8,0.6,250
"SQ66954 031",16.3,"3GB","5A",0,"GI",,4,5.3,257
"SQ58257 021",7.6,"3GB","5A",1,"HR",,1,-5.6,118
"SQ60253 021",3.9,"3GB","5A",1,"HR",,2,-4,123
"SQ55549 021",20.5,"3GB","4C",0,"GI",,12,11.4,244
"SQ68009 511",13.3,"3GB","4C",1,"GI","D",5,8.4,266
"SQ70957 511",13.4,"5GG","4C",0,"HR",,6,-5,282
"SQ63926 521",18.1,"3GB","5A",0,"HR",,3,7.1,243
"SQ53098 051",15.3,"5GG","5A",0,"CR",,11,8.7,254
"SQ78013 011",5.3,"3GB","4C",1,"GI",,8,-1.8,281
"SQ75602 011",9.7,"5GG","5A",0,"CR",,8,-1.3,1255
"SQ59177 021",11.5,"3GB","5A",0,"CR",,2,-2.9,285
"SQ58281 021",3.6,"3GB","4C",1,"EG","F",1,-2.2,272
"SQ72026 021",15.1,"3GB","4C",0,"HR","D",6,6.1,261
"SQ70519 521",18.5,"5GG","4C",0,"CR",,6,11.3,264
"SQ49330 541",11.3,"5GG","5A",0,"HR","B",10,-2.6,293
"SQ54331 551",19.6,"5GG","4C",0,"HR",,12,5.8,298
"SQ70768 511",13.8,"3GB","4C",0,"HR",,6,1.8,264
"SQ51382 551",15,"5GG","4C",0,"HGI","F",10,3.9,264
"SQ66824 551",10.4,"3GB","5A",1,"GI","F",4,-1.2,214
"SQ80821 031",20,"5GG","5A",0,"BP",,9,8.8,210
"SQ78516 051",16.9,"5GG","5A",0,"HR","D",9,14.2,232
"SQ60322 511",5.4,"3GB","5A",1,"GI","F",2,-4.1,232
"SQ53106 021",15.1,"5GG","5A",0,"CR",,11,6.6,228
"SQ63967 521",19.5,"3GB","4C",0,"FH","F",3,5.1,256
"SQ52220 541",2.8,"3GB","5A",1,"CR",,11,-12.6,226
"SQ80644 021",19.1,"5GG","5A",0,"HR","B",9,11.1,271
"SQ69794 021",14.1,"5GG","5A",0,"FH",,5,1.6,267
"SQ66590 551",14.6,"5GG","5A",0,"HR",,4,0.5,1255
"SQ49674 541",14.3,"3GB","4C",1,"GI",,10,2.4,243
"SQ61554 011",8.8,"3GB","5A",1,"EG","F",3,-1.6,197
"SQ63885 021",8.2,"3GB","5A",1,"FH","F",3,-2.5,244
"SQ80970 541",13.6,"3GB","4C",1,"HR",,9,2.7,185
"SQ58032 011",7.9,"3GB","4C",1,"FH",,1,-0.5,259
"SQ72337 551",14.6,"3GB","5A",0,"PO","D",6,8.6,288
"SQ72016 531",6,"3GB","5A",1,"PO","D",6,-1.1,271
"SQ56079 021",6,"3GB","4C",1,"CR",,1,1.6,269
"SQ67298 521",6.8,"3GB","5A",1,"GI","F",5,-3.9,299
"SQ52207 021",20.2,"3GB","4C",0,"CR",,11,5.3,243
"SQ63752 011",5.5,"3GB","4C",1,"PO","F",3,-2.9,227
"SQ50237 551",10.6,"3GB","4C",1,"GI","D",10,3.9,287
"SQ58521 541",9.7,"3GB","5A",1,"CR",,1,3.1,163
"SQ72156 531",7.4,"3GB","4C",1,"GI",,6,1.1,263
"SQ49160 511",14.7,"5GG","5A",0,"GI",,10,0.1,251
"SQ51161 031",6.7,"5GG","4C",1,"CR",,10,-4.5,212
"SQ78353 521",11.2,"3GB","5A",0,"HR","B",9,2.5,290
"SQ53868 011",15.3,"5GG","4C",0,"HR",,12,1.2,284
"SP07379 041",16.3,"5GG","7A",0,"CR",,2,2.5,258
"SQ61272 071",15.7,"5GG","5A",0,"PO","D",2,2.2,279
"SQ52173 531",16.8,"5GG","4C",0,"PO","G",11,10.8,254
"SQ72011 051",3.1,"3GB","4C",1,"HR",,6,-5.4,261
"SQ56521 021",5.6,"3GB","5A",1,"HR",,1,1.3,204
"SQ80561 021",20.8,"5GG","4C",0,"HR",,9,12.4,230
"SQ55196 011",3.7,"3GB","4C",1,"GI",,12,-4.8,214
"SQ63080 541",3.3,"3GB","4C",1,"PO","F",3,-9.9,213
"SQ55764 521",11.7,"3GB","5A",1,"HR",,12,4.4,216
"SQ75717 551",5.2,"3GB","4C",1,"GA",,8,-1.4,273
"SQ54164 061",7.1,"3GB","4C",1,"GI","D",12,-1.9,247
"SQ71765 031",19.5,"5GG","5A",0,"HR",,6,5.9,219
"SQ51701 521",16.8,"5GG","5A",0,"CR",,11,3.8,244
"SQ53110 541",17.7,"5GG","5A",0,"CR",,11,10.9,228
"SQ53098 531",15.5,"3GB","5A",1,"CR",,11,9,228
"SQ57268 071",16,"5GG","5A",0,"HR","F",1,10.7,287
"SQ80656 521",10.4,"3GB","4C",1,"CR",,9,4.9,242
"SQ67880 031",4.8,"3GB","4C",1,"HR",,5,-2.1,273
"SQ54981 041",5.1,"3GB","4C",1,"GI","F",12,-1.1,267
"SQ58132 521",19.2,"5GG","4C",0,"GI","B",1,4,274
"SQ54982 551",4.7,"3GB","4C",1,"GI","F",12,-8.7,262
"SQ72097 521",1.9,"3GB","5A",1,"HR","B",6,-6.7,237
"SQ73192 011",2.8,"3GB","4C",1,"BP",,7,-6.4,227
"SQ66247 521",6.9,"3GB","5A",1,"CR",,4,-2.9,272
"SQ49805 031",18.6,"5GG","5A",0,"PO","D",10,6.7,287
"SQ67296 521",7.1,"3GB","5A",1,"GI","F",5,-3.6,253
"SQ54984 521",1.9,"3GB","4C",1,"FH","F",12,-4.5,245
"SQ49151 021",14.5,"3GB","5A",0,"CR",,10,1.5,272
"SQ77380 541",7.7,"3GB","5A",1,"HR","F",8,-0.7,297
"SQ54198 061",16.9,"5GG","4C",0,"HR",,12,7.1,250
"SQ76883 511",11.9,"3GB","5A",1,"PO","F",8,5.5,272
"SQ57262 081",14.6,"5GG","5A",0,"HR","F",1,5.5,248
"SQ68309 021",10.9,"3GB","5A",1,"PO","B",5,5.5,224
"SQ60620 011",1.7,"3GB","5A",1,"HR",,2,-1.9,291
"SQ74399 551",4.8,"3GB","5A",1,"FH",,7,-2.5,187
"SQ59052 531",6.8,"3GB","4C",1,"GI","F",2,-7.9,280
"SQ50016 051",13.4,"3GB","5A",1,"GI","F",10,2.9,241
"SQ57231 021",16.2,"5GG","5A",0,"HR",,1,8.7,297
"SQ60899 571",2,"3GB","4C",1,"FH","F",2,-6.2,230
"SQ78068 561",7.3,"3GB","5A",1,"CR",,8,1.2,261
"SQ51214 021",8,"3GB","4C",1,"GI",,10,2.6,240
"SQ64797 051",14.4,"3GB","4C",1,"HGI","F",4,7.9,247
"SQ75899 551",11,"3GB","5A",1,"GI","B",8,3.2,293
"SQ50552 551",8.1,"5GG","4C",0,"CR",,10,-7.5,246
"SQ50330 531",15.8,"3GB","5A",0,"GA",,10,2.7,226
"SQ57862 541",18.4,"5GG","4C",0,"HR",,1,6.8,250
"SQ74484 531",18.5,"5GG","5A",0,"PO","G",7,10.7,191
"SQ61484 031",17.2,"5GG","5A",0,"HGI","F",2,6.2,270
"SQ80563 011",20.3,"3GB","4C",0,"HR","F",9,11.9,293
"SQ73624 521",11.6,"3GB","5A",1,"CR",,7,5.8,208
"SQ61005 511",12.1,"5GG","5A",0,"HR",,2,-2,230
"SQ66528 011",1.6,"3GB","5A",1,"HR",,4,-10.7,285
"SQ51770 021",12.8,"3GB","4C",1,"EG","F",11,-3.7,213
"SQ72907 011",14.6,"5GG","4C",0,"PO","F",7,8.8,251
"SQ57347 031",13.5,"5GG","5A",0,"HR",,1,3.5,270
"SQ66075 511",2.4,"3GB","5A",1,"GI","F",4,-6.3,292
"SQ60928 531",14.6,"5GG","5A",0,"HGI","F",2,8.2,274
"SQ62370 511",14.9,"5GG","4C",0,"BP",,3,8.1,214
"SQ81068 011",20,"3GB","4C",0,"GA",,9,16.3,263
"SQ52697 561",14,"5GG","4C",0,"HR",,11,1.8,271
"SQ63080 051",16.5,"3GB","4C",0,"HGI","F",3,3.5,270
"SQ71019 031",10.6,"3GB","4C",1,"FH",,6,4,271
"SQ58362 041",6.1,"3GB","4C",1,"HR","F",1,-0.9,249
"SQ61614 041",0.8,"3GB","5A",1,"HR","B",3,-7.5,103
"SQ51140 531",18.1,"5GG","4C",0,"CR",,10,-2.2,244
"SQ57003 561",18.3,"5GG","4C",0,"HR",,1,6.5,194
"SQ76483 041",5.8,"3GB","4C",1,"HR","F",8,-5,297
"SP22873 021",16.7,"5GG","7A",0,"PO","F",9,10.8,254
"SQ51146 541",13.3,"5GG","5A",1,"GI","D",10,1.3,1255
"SQ56793 011",2.9,"3GB","4C",1,"GI","F",1,-4.2,270
"SQ70733 571",9.3,"3GB","5A",1,"CR",,6,-0.6,209
"SQ52871 511",2.6,"3GB","5A",1,"PO","D",11,-8.3,282
"SQ49238 531",2,"3GB","4C",1,"EG","F",10,-7.8,288
"SQ59776 021",18.8,"5GG","5A",0,"HR","B",2,10.4,289
"SQ65757 521",8.2,"3GB","5A",1,"EG","F",4,0.4,178
"SQ71542 051",14.3,"3GB","4C",0,"HR","F",6,5.6,267
"SQ55439 551",17.9,"5GG","5A",0,"HGI","D",12,4.3,170
"SQ78645 051",13.9,"3GB","5A",1,"HR",,9,0.7,245
"SQ52649 041",18.6,"5GG","5A",0,"HR",,11,6.1,276
"SQ52468 071",13,"5GG","4C",0,"PO","F",11,7,253
"SQ72159 551",8.5,"5GG","4C",1,"HR",,6,2.9,286
"SQ54438 511",7.4,"3GB","4C",1,"GI",,12,-0.5,265
